s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.3003013E+001, 3.3078978E+001,-6.0531880E+000,-2.5700143E+001,-4.5604815E-001,-3.5345592E-003, 0.0000000E+000, 0.0000000E+000, 7.7248385E-001, 8.6606404E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.3338374E+001, 3.2682719E+001,-5.9960921E+000,-1.8494814E+001,-4.2114712E-001,-3.5155929E-003, 0.0000000E+000, 0.0000000E+000, 7.6935597E+000, 7.7671502E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.3672378E+001, 3.3156361E+001,-6.0938532E+000,-2.0072774E+001,-4.0686614E-001,-3.5306162E-003, 0.0000000E+000, 0.0000000E+000, 6.7099355E+000, 6.5793367E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.4005351E+001, 3.2884696E+001,-6.0227014E+000,-3.1031469E+001,-4.1621587E-001,-3.5272530E-003, 0.0000000E+000, 0.0000000E+000,-4.5933025E+000,-4.5892181E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.4337390E+001, 3.2933208E+001,-6.0453677E+000,-2.4943128E+001,-4.3638299E-001,-3.5235697E-003, 0.0000000E+000, 0.0000000E+000, 1.3568845E+000, 1.5048058E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.4672894E+001, 3.3096827E+001,-6.0439055E+000,-2.5694575E+001,-4.1292673E-001,-3.5340557E-003, 0.0000000E+000, 0.0000000E+000, 1.0529058E+000, 9.4188555E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.5002651E+001, 3.3127932E+001,-6.0898727E+000,-3.0206101E+001,-4.3686236E-001,-3.5351453E-003, 0.0000000E+000, 0.0000000E+000,-3.6571313E+000,-3.6084398E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.5340216E+001, 3.2938996E+001,-6.0396624E+000,-2.6362108E+001,-4.2275183E-001,-3.5280859E-003, 0.0000000E+000, 0.0000000E+000, 5.2234064E-002, 1.1094559E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.5671119E+001, 3.3115120E+001,-6.1156906E+000,-2.8720158E+001,-4.3825789E-001,-3.5277992E-003, 0.0000000E+000, 0.0000000E+000,-2.0707211E+000,-2.1625144E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.6002228E+001, 3.3028280E+001,-6.0592520E+000,-2.9266172E+001,-4.4049060E-001,-3.5329571E-003, 0.0000000E+000, 0.0000000E+000,-2.8717478E+000,-2.7411675E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.6335400E+001, 3.2992817E+001,-6.0517837E+000,-2.3305885E+001,-4.2377191E-001,-3.5342362E-003, 0.0000000E+000, 0.0000000E+000, 3.3124640E+000, 3.2078430E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.6668573E+001, 3.3033493E+001,-6.0523936E+000,-3.3437504E+001,-4.2482049E-001,-3.5305546E-003, 0.0000000E+000, 0.0000000E+000,-7.0032841E+000,-6.8847563E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.7003721E+001, 3.3064330E+001,-6.0720745E+000,-2.7508218E+001,-4.3175268E-001,-3.5321360E-003, 0.0000000E+000, 0.0000000E+000,-9.4894790E-001,-9.5124753E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.7339315E+001, 3.2835192E+001,-6.0487452E+000,-2.7928642E+001,-4.1996648E-001,-3.5208757E-003, 0.0000000E+000, 0.0000000E+000,-1.5621727E+000,-1.5656833E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.7672567E+001, 3.2999308E+001,-6.0215140E+000,-2.4891503E+001,-4.1677297E-001,-3.5115202E-003, 0.0000000E+000, 0.0000000E+000, 1.5535312E+000, 1.6660067E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.8002787E+001, 3.3037152E+001,-6.0439455E+000,-2.5007026E+001,-4.0428908E-001,-3.5196526E-003, 0.0000000E+000, 0.0000000E+000, 1.6575677E+000, 1.5783713E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.8338793E+001, 3.2945008E+001,-6.0194361E+000,-2.9522687E+001,-4.0573378E-001,-3.5143765E-003, 0.0000000E+000, 0.0000000E+000,-3.0793166E+000,-3.0063632E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.8670103E+001, 3.2977929E+001,-6.0528853E+000,-2.1309054E+001,-4.1606882E-001,-3.5166477E-003, 0.0000000E+000, 0.0000000E+000, 5.0864043E+000, 5.1964037E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.9005573E+001, 3.2931093E+001,-6.0380014E+000,-2.5782075E+001,-4.0328668E-001,-3.5143347E-003, 0.0000000E+000, 0.0000000E+000, 8.7037354E-001, 7.0421548E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.9336107E+001, 3.3084939E+001,-6.0659119E+000,-2.8667642E+001,-4.1141623E-001,-3.5173837E-003, 0.0000000E+000, 0.0000000E+000,-2.2099070E+000,-2.0635488E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 1.9666954E+001, 3.3082887E+001,-6.0889008E+000,-2.3087088E+001,-4.1439285E-001,-3.5144651E-003, 0.0000000E+000, 0.0000000E+000, 3.5229507E+000, 3.4889908E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.0004599E+001, 3.3051844E+001,-6.0758968E+000,-3.0279892E+001,-4.2135960E-001,-3.5195834E-003, 0.0000000E+000, 0.0000000E+000,-3.6947289E+000,-3.7288238E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.0335629E+001, 3.3001951E+001,-6.0626805E+000,-2.4025867E+001,-4.3477031E-001,-3.5147095E-003, 0.0000000E+000, 0.0000000E+000, 2.2718228E+000, 2.4751184E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.0673418E+001, 3.3081962E+001,-6.0860563E+000,-2.3697571E+001,-4.1953789E-001,-3.5177960E-003, 0.0000000E+000, 0.0000000E+000, 3.0443775E+000, 2.8752793E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.1002745E+001, 3.2992843E+001,-6.0706916E+000,-3.2495542E+001,-4.2964617E-001,-3.5206622E-003, 0.0000000E+000, 0.0000000E+000,-6.0624509E+000,-6.0065574E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.1334053E+001, 3.3037413E+001,-6.0553936E+000,-2.9138503E+001,-4.4178966E-001,-3.5187443E-003, 0.0000000E+000, 0.0000000E+000,-2.6063492E+000,-2.6017926E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.1670443E+001, 3.2895015E+001,-6.0465723E+000,-3.0596619E+001,-4.3899970E-001,-3.5166478E-003, 0.0000000E+000, 0.0000000E+000,-4.2302022E+000,-4.1906935E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.2002106E+001, 3.3095224E+001,-6.0692712E+000,-2.3226641E+001,-4.2027366E-001,-3.5211640E-003, 0.0000000E+000, 0.0000000E+000, 3.3054414E+000, 3.3755171E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.2334921E+001, 3.2888964E+001,-6.0404242E+000,-2.6860751E+001,-4.1405569E-001,-3.5176614E-003, 0.0000000E+000, 0.0000000E+000,-3.4291466E-001,-4.2978437E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.2669945E+001, 3.3066319E+001,-6.0632470E+000,-3.1322298E+001,-4.1377480E-001,-3.5195709E-003, 0.0000000E+000, 0.0000000E+000,-4.7666144E+000,-4.7365203E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.3006853E+001, 3.2928760E+001,-6.0293479E+000,-2.4053154E+001,-4.1188380E-001,-3.5230464E-003, 0.0000000E+000, 0.0000000E+000, 2.3451540E+000, 2.4308515E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.3336273E+001, 3.3011015E+001,-6.0574500E+000,-2.8175283E+001,-4.1840929E-001,-3.5144105E-003, 0.0000000E+000, 0.0000000E+000,-1.5883213E+000,-1.6436413E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.3673180E+001, 3.3050769E+001,-6.0628670E+000,-2.6200188E+001,-4.2421546E-001,-3.5179849E-003, 0.0000000E+000, 0.0000000E+000, 2.7851766E-001, 3.5998097E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.4002493E+001, 3.3039841E+001,-6.0869033E+000,-2.5176331E+001,-4.0965414E-001,-3.5124913E-003, 0.0000000E+000, 0.0000000E+000, 1.3375755E+000, 1.3634396E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.4335705E+001, 3.3121797E+001,-6.0748807E+000,-2.2172754E+001,-4.0319652E-001,-3.5182108E-003, 0.0000000E+000, 0.0000000E+000, 4.5761143E+000, 4.4674476E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.4667337E+001, 3.2986371E+001,-6.0754440E+000,-3.2521236E+001,-4.2541493E-001,-3.5173379E-003, 0.0000000E+000, 0.0000000E+000,-6.1596637E+000,-6.0392411E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.5001085E+001, 3.3155470E+001,-6.0648713E+000,-2.5207703E+001,-4.2110842E-001,-3.5262402E-003, 0.0000000E+000, 0.0000000E+000, 1.3755213E+000, 1.4582607E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.5336256E+001, 3.2772711E+001,-6.0334061E+000,-2.0693810E+001,-4.1448089E-001,-3.5188108E-003, 0.0000000E+000, 0.0000000E+000, 5.6744474E+000, 5.6274960E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.5670637E+001, 3.3202764E+001,-6.0732707E+000,-3.0392806E+001,-4.1068719E-001,-3.5270285E-003, 0.0000000E+000, 0.0000000E+000,-3.6887733E+000,-3.6775277E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.6003624E+001, 3.2762908E+001,-5.9939010E+000,-2.7652475E+001,-4.1974255E-001,-3.5208383E-003, 0.0000000E+000, 0.0000000E+000,-1.2781719E+000,-1.3067318E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.6336609E+001, 3.3158283E+001,-6.0724226E+000,-2.5107856E+001,-4.1882421E-001,-3.5293020E-003, 0.0000000E+000, 0.0000000E+000, 1.4348124E+000, 1.5556516E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.6669094E+001, 3.2927593E+001,-6.0327075E+000,-2.7264633E+001,-4.1494791E-001,-3.5247897E-003, 0.0000000E+000, 0.0000000E+000,-7.1144579E-001,-7.8822016E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.7004219E+001, 3.3069626E+001,-6.0855088E+000,-2.7127195E+001,-4.2311115E-001,-3.5278373E-003, 0.0000000E+000, 0.0000000E+000,-5.9630659E-001,-5.6971718E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.7337326E+001, 3.3061805E+001,-6.0460288E+000,-2.6558494E+001,-4.0965061E-001,-3.5328884E-003, 0.0000000E+000, 0.0000000E+000, 6.5440061E-003, 4.4098640E-002, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.7669321E+001, 3.3025306E+001,-6.1104344E+000,-2.6791534E+001,-4.2204083E-001,-3.5218164E-003, 0.0000000E+000, 0.0000000E+000,-2.3616411E-001,-3.0222513E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.8001318E+001, 3.3127122E+001,-6.0423465E+000,-2.9837727E+001,-4.0046880E-001,-3.5303876E-003, 0.0000000E+000, 0.0000000E+000,-3.2919804E+000,-3.1569511E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.8335432E+001, 3.2910223E+001,-6.0854221E+000,-2.0210779E+001,-4.1906722E-001,-3.5214657E-003, 0.0000000E+000, 0.0000000E+000, 6.1165380E+000, 6.1914333E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.8671616E+001, 3.3181115E+001,-6.0494276E+000,-2.2551525E+001,-3.9416319E-001,-3.5310257E-003, 0.0000000E+000, 0.0000000E+000, 4.2291750E+000, 4.1824683E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.9001471E+001, 3.2836456E+001,-6.0407341E+000,-2.3378703E+001,-4.4351764E-001,-3.5236749E-003, 0.0000000E+000, 0.0000000E+000, 2.9013022E+000, 2.9699773E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.9333387E+001, 3.3115633E+001,-6.0385412E+000,-2.1117091E+001,-4.2366558E-001,-3.5316753E-003, 0.0000000E+000, 0.0000000E+000, 5.5519010E+000, 5.5328032E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 2.9673550E+001, 3.2862104E+001,-6.0525393E+000,-3.2394415E+001,-4.7342060E-001,-3.5242695E-003, 0.0000000E+000, 0.0000000E+000,-5.9542845E+000,-6.0617960E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.0006153E+001, 3.3060823E+001,-6.0591298E+000,-2.7183838E+001,-4.9557149E-001,-3.5288974E-003, 0.0000000E+000, 0.0000000E+000,-7.6671778E-001,-6.8124507E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.0334057E+001, 3.2812083E+001,-5.9824732E+000,-3.1304249E+001,-4.5990306E-001,-3.5241584E-003, 0.0000000E+000, 0.0000000E+000,-4.8436550E+000,-4.9380667E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.0666754E+001, 3.3109593E+001,-6.0771919E+000,-2.5411534E+001,-4.3760200E-001,-3.5262095E-003, 0.0000000E+000, 0.0000000E+000, 1.1385003E+000, 1.1797386E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.1001001E+001, 3.3095644E+001,-6.0617562E+000,-2.1788295E+001,-4.1345500E-001,-3.5304237E-003, 0.0000000E+000, 0.0000000E+000, 4.7376807E+000, 4.8286072E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.1334940E+001, 3.3035977E+001,-6.0773038E+000,-2.2775968E+001,-4.1951052E-001,-3.5290136E-003, 0.0000000E+000, 0.0000000E+000, 3.7353850E+000, 3.7596665E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.1670425E+001, 3.3077967E+001,-6.0474956E+000,-2.9195318E+001,-4.0838453E-001,-3.5339164E-003, 0.0000000E+000, 0.0000000E+000,-2.3691773E+000,-2.5767655E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.2007317E+001, 3.3048467E+001,-6.0973194E+000,-2.9528412E+001,-4.9172158E-001,-3.5335023E-003, 0.0000000E+000, 0.0000000E+000,-3.3223012E+000,-3.0725195E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.2339024E+001, 3.3106055E+001,-6.0630230E+000,-1.9167579E+001,-4.3016307E-001,-3.5412750E-003, 0.0000000E+000, 0.0000000E+000, 7.5139478E+000, 7.4417485E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.2668156E+001, 3.2912409E+001,-6.0287066E+000,-2.7211242E+001,-4.2368796E-001,-3.5392929E-003, 0.0000000E+000, 0.0000000E+000,-7.7836178E-001,-7.5476741E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.3006596E+001, 3.3120478E+001,-6.0702262E+000,-2.7833363E+001,-4.0168094E-001,-3.5461406E-003, 0.0000000E+000, 0.0000000E+000,-1.1507156E+000,-1.1883385E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.3335876E+001, 3.2889273E+001,-6.0449438E+000,-3.3266967E+001,-4.4511030E-001,-3.5418298E-003, 0.0000000E+000, 0.0000000E+000,-6.9548862E+000,-6.8712895E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.3668995E+001, 3.3009249E+001,-6.0433626E+000,-2.2052720E+001,-4.5180023E-001,-3.5399536E-003, 0.0000000E+000, 0.0000000E+000, 4.3982901E+000, 4.4578263E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.4000237E+001, 3.2799456E+001,-6.0223228E+000,-2.8228003E+001,-4.4197519E-001,-3.5324753E-003, 0.0000000E+000, 0.0000000E+000,-1.7869315E+000,-1.8963782E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.4338535E+001, 3.3123358E+001,-6.0721261E+000,-2.5392678E+001,-4.3371375E-001,-3.5402887E-003, 0.0000000E+000, 0.0000000E+000, 1.1191060E+000, 1.2212996E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.4674255E+001, 3.2827328E+001,-6.0057307E+000,-2.5289132E+001,-4.2134532E-001,-3.5382283E-003, 0.0000000E+000, 0.0000000E+000, 1.1517490E+000, 1.1075820E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.5006290E+001, 3.3198533E+001,-6.1085963E+000,-2.8543635E+001,-4.2788049E-001,-3.5360483E-003, 0.0000000E+000, 0.0000000E+000,-1.9232132E+000,-1.8851147E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
