s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"TC.000","TC.001","TC.002","TC.003","TC.004","TC.005","TC.006","TC.007","TC.008","TC.009","TC.010","TC.011","TC.012","TC.013","TC.014","TC.015","TC.016","TC.017","TC.018","TC.019","TC.020","TC.021","TC.022","TC.023","TC.024","TC.025","TC.026","TC.027","TC.028","TC.029","TC.030","TC.031","TC.032","TC.033","TC.034","TC.035","TC.036","TC.037","TC.038","TC.039","TC.040","TC.041","TC.042","TC.043","TC.044","TC.045","TC.046","TC.047","TC.048","TC.049","TC.050","TC.051","TC.052","TC.053","TC.054","TC.055","TC.056","TC.057"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 3.7032804E-001, 2.0842166E+001, 2.0080263E+001, 2.0005385E+001, 2.0002130E+001, 2.0001511E+001, 2.0001144E+001, 2.0000898E+001, 2.0000725E+001, 2.0000597E+001, 2.0000498E+001, 2.0000420E+001, 2.0000356E+001, 2.0000304E+001, 2.0000259E+001, 2.0000221E+001, 2.0000188E+001, 2.0000160E+001, 2.0000136E+001, 2.0000115E+001, 2.0000097E+001, 2.0000082E+001, 2.0000069E+001, 2.0000057E+001, 2.0000048E+001, 2.0000040E+001, 2.0000033E+001, 2.0000027E+001, 2.0000022E+001, 2.0000019E+001, 2.0000015E+001, 2.0000012E+001, 2.0000010E+001, 2.0000008E+001, 2.0000007E+001, 2.0000005E+001, 2.0000004E+001, 2.0000004E+001, 2.0000003E+001, 2.0000002E+001, 2.0000002E+001, 2.0000002E+001, 2.0000001E+001, 2.0000001E+001, 2.0000001E+001, 2.0000001E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 6.8584123E-001, 4.0668801E+001, 2.7639176E+001, 2.1520243E+001, 2.0329638E+001, 2.0162465E+001, 2.0113750E+001, 2.0085717E+001, 2.0066768E+001, 2.0053310E+001, 2.0043366E+001, 2.0035762E+001, 2.0029802E+001, 2.0024998E+001, 2.0021050E+001, 2.0017773E+001, 2.0015006E+001, 2.0012672E+001, 2.0010691E+001, 2.0009002E+001, 2.0007560E+001, 2.0006335E+001, 2.0005295E+001, 2.0004415E+001, 2.0003672E+001, 2.0003044E+001, 2.0002519E+001, 2.0002079E+001, 2.0001711E+001, 2.0001406E+001, 2.0001152E+001, 2.0000942E+001, 2.0000769E+001, 2.0000627E+001, 2.0000510E+001, 2.0000414E+001, 2.0000335E+001, 2.0000272E+001, 2.0000220E+001, 2.0000177E+001, 2.0000143E+001, 2.0000116E+001, 2.0000093E+001, 2.0000075E+001, 2.0000060E+001, 2.0000049E+001, 2.0000039E+001, 2.0000031E+001, 2.0000025E+001, 2.0000020E+001, 2.0000016E+001, 2.0000013E+001, 2.0000011E+001, 2.0000009E+001, 2.0000008E+001, 2.0000007E+001, 2.0000005E+001, 2.0000004E+001, 2.0000004E+001
 1.0046123E+000, 9.5906077E+001, 8.0601926E+001, 6.1117840E+001, 4.4599382E+001, 3.3814807E+001, 2.6937044E+001, 2.3125375E+001, 2.1233555E+001, 2.0446249E+001, 2.0229193E+001, 2.0172479E+001, 2.0138678E+001, 2.0113018E+001, 2.0092823E+001, 2.0076782E+001, 2.0063628E+001, 2.0052925E+001, 2.0044112E+001, 2.0036714E+001, 2.0030526E+001, 2.0025367E+001, 2.0021052E+001, 2.0017449E+001, 2.0014435E+001, 2.0011905E+001, 2.0009816E+001, 2.0008070E+001, 2.0006623E+001, 2.0005431E+001, 2.0004439E+001, 2.0003624E+001, 2.0002956E+001, 2.0002404E+001, 2.0001957E+001, 2.0001590E+001, 2.0001285E+001, 2.0001043E+001, 2.0000846E+001, 2.0000683E+001, 2.0000553E+001, 2.0000448E+001, 2.0000363E+001, 2.0000293E+001, 2.0000238E+001, 2.0000192E+001, 2.0000155E+001, 2.0000126E+001, 2.0000103E+001, 2.0000085E+001, 2.0000068E+001, 2.0000056E+001, 2.0000047E+001, 2.0000040E+001, 2.0000034E+001, 2.0000030E+001, 2.0000025E+001, 2.0000020E+001, 2.0000017E+001
 1.3390823E+000, 1.7464742E+002, 1.6252240E+002, 1.3920476E+002, 1.1580933E+002, 9.6227475E+001, 7.9240005E+001, 6.5604976E+001, 5.4975922E+001, 4.6596003E+001, 3.9863025E+001, 3.4789890E+001, 3.0858284E+001, 2.7851282E+001, 2.5573659E+001, 2.3814138E+001, 2.2486083E+001, 2.1510292E+001, 2.0829019E+001, 2.0391369E+001, 2.0155699E+001, 2.0069193E+001, 2.0047960E+001, 2.0038961E+001, 2.0031956E+001, 2.0026184E+001, 2.0021494E+001, 2.0017597E+001, 2.0014407E+001, 2.0011799E+001, 2.0009622E+001, 2.0007852E+001, 2.0006409E+001, 2.0005213E+001, 2.0004252E+001, 2.0003464E+001, 2.0002806E+001, 2.0002285E+001, 2.0001862E+001, 2.0001511E+001, 2.0001231E+001, 2.0001003E+001, 2.0000818E+001, 2.0000668E+001, 2.0000546E+001, 2.0000447E+001, 2.0000366E+001, 2.0000301E+001, 2.0000251E+001, 2.0000208E+001, 2.0000172E+001, 2.0000144E+001, 2.0000123E+001, 2.0000106E+001, 2.0000092E+001, 2.0000081E+001, 2.0000069E+001, 2.0000058E+001, 2.0000051E+001
 1.6686973E+000, 2.7475005E+002, 2.7020829E+002, 2.4778993E+002, 2.2075002E+002, 1.9449011E+002, 1.6952859E+002, 1.4710364E+002, 1.2739331E+002, 1.1009810E+002, 9.5352563E+001, 8.3156343E+001, 7.3262593E+001, 6.5279987E+001, 5.8955316E+001, 5.3737425E+001, 4.9418429E+001, 4.5630668E+001, 4.2194021E+001, 3.9070529E+001, 3.6200242E+001, 3.3615327E+001, 3.1300467E+001, 2.9240631E+001, 2.7421708E+001, 2.5829894E+001, 2.4451606E+001, 2.3282949E+001, 2.2305217E+001, 2.1512687E+001, 2.0898953E+001, 2.0457216E+001, 2.0177534E+001, 2.0044150E+001, 2.0009705E+001, 2.0005493E+001, 2.0004341E+001, 2.0003522E+001, 2.0002857E+001, 2.0002313E+001, 2.0001882E+001, 2.0001533E+001, 2.0001251E+001, 2.0001022E+001, 2.0000839E+001, 2.0000688E+001, 2.0000566E+001, 2.0000468E+001, 2.0000393E+001, 2.0000329E+001, 2.0000273E+001, 2.0000231E+001, 2.0000199E+001, 2.0000174E+001, 2.0000152E+001, 2.0000135E+001, 2.0000116E+001, 2.0000099E+001, 2.0000089E+001
 2.0025562E+000, 3.7347527E+002, 3.7798744E+002, 3.5997800E+002, 3.3335878E+002, 3.0460842E+002, 2.7518417E+002, 2.4708780E+002, 2.2090138E+002, 1.9665278E+002, 1.7464601E+002, 1.5516254E+002, 1.3821757E+002, 1.2362495E+002, 1.1127656E+002, 1.0063938E+002, 9.1635848E+001, 8.4025736E+001, 7.7387782E+001, 7.1625572E+001, 6.6585285E+001, 6.2215900E+001, 5.8311336E+001, 5.4734259E+001, 5.1423529E+001, 4.8363400E+001, 4.5530555E+001, 4.2899684E+001, 4.0465943E+001, 3.8201849E+001, 3.6044375E+001, 3.3959981E+001, 3.1951947E+001, 3.0043466E+001, 2.8279094E+001, 2.6711933E+001, 2.5385038E+001, 2.4247771E+001, 2.3285735E+001, 2.2461111E+001, 2.1761882E+001, 2.1187155E+001, 2.0736000E+001, 2.0400493E+001, 2.0170970E+001, 2.0047213E+001, 2.0007282E+001, 2.0001469E+001, 2.0000913E+001, 2.0000751E+001, 2.0000627E+001, 2.0000528E+001, 2.0000452E+001, 2.0000391E+001, 2.0000337E+001, 2.0000294E+001, 2.0000252E+001, 2.0000214E+001, 2.0000188E+001
 2.3356472E+000, 4.5922719E+002, 4.7132134E+002, 4.5698204E+002, 4.3035362E+002, 3.9902832E+002, 3.6602272E+002, 3.3393913E+002, 3.0369557E+002, 2.7558542E+002, 2.4991261E+002, 2.2683038E+002, 2.0628914E+002, 1.8810431E+002, 1.7218529E+002, 1.5787174E+002, 1.4528593E+002, 1.3444417E+002, 1.2466211E+002, 1.1576653E+002, 1.0767207E+002, 1.0039660E+002, 9.3794222E+001, 8.7705839E+001, 8.2044735E+001, 7.6830105E+001, 7.2111470E+001, 6.7877393E+001, 6.4081773E+001, 6.0665225E+001, 5.7511350E+001, 5.4521559E+001, 5.1639507E+001, 4.8863066E+001, 4.6179787E+001, 4.3607817E+001, 4.1222359E+001, 3.9006754E+001, 3.6983626E+001, 3.5109132E+001, 3.3366849E+001, 3.1698268E+001, 3.0069715E+001, 2.8504712E+001, 2.7007448E+001, 2.5543812E+001, 2.4108491E+001, 2.2811849E+001, 2.1791051E+001, 2.1073044E+001, 2.0602323E+001, 2.0315565E+001, 2.0149219E+001, 2.0057559E+001, 2.0017211E+001, 2.0004583E+001, 2.0001626E+001, 2.0000948E+001, 2.0000746E+001
 2.6666680E+000, 5.3128848E+002, 5.4787658E+002, 5.3587111E+002, 5.0918992E+002, 4.7625346E+002, 4.4091233E+002, 4.0599338E+002, 3.7261774E+002, 3.4122166E+002, 3.1230647E+002, 2.8615835E+002, 2.6273827E+002, 2.4185168E+002, 2.2343919E+002, 2.0665009E+002, 1.9184300E+002, 1.7921380E+002, 1.6785061E+002, 1.5738904E+002, 1.4770782E+002, 1.3883100E+002, 1.3062346E+002, 1.2289537E+002, 1.1552517E+002, 1.0856425E+002, 1.0211732E+002, 9.6252564E+001, 9.0963681E+001, 8.6209968E+001, 8.1868084E+001, 7.7787124E+001, 7.3871946E+001, 7.0125894E+001, 6.6546194E+001, 6.3160911E+001, 5.9955767E+001, 5.6902491E+001, 5.4045155E+001, 5.1335932E+001, 4.8760396E+001, 4.6319603E+001, 4.3946807E+001, 4.1633984E+001, 3.9302824E+001, 3.6854978E+001, 3.4328531E+001, 3.1885948E+001, 2.9680123E+001, 2.7768747E+001, 2.6234499E+001, 2.5076594E+001, 2.4183350E+001, 2.3424714E+001, 2.2791848E+001, 2.2246008E+001, 2.1808048E+001, 2.1432583E+001, 2.1102819E+001
