McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 1
Height,Velocity
0.008939594868469876,0.38121549098012164
0.017747504031581148,0.8072459804313316
0.019852723397329467,0.8541704789914211
0.029593215940744242,1.1377938452920526
0.033396610642390794,1.2423542771078193
0.03928467317332599,1.3414927918641917
0.04334939256498269,1.4466774675232006
0.05863290335207087,1.6669943983009454
0.07006283647757039,1.7402256539584968
0.07985937000915136,1.8236310317735605
0.08755001075467844,1.9062318180267002
0.08981135687178779,1.8573405722187266
0.09349554773176734,1.8514332508534024
0.1234949979124639,1.9241276575249284
0.15880213041159974,1.9509050456599673
0.18817670217984783,1.8851547776362794
0.21433216088480483,1.8044267428516945
0.24349030816251002,1.6553899256231366
