McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 1
Height,Velocity
0.015425912550568344,0.7480363397685148
0.017184667268969802,0.8394009597125699
0.020562256736702467,0.9365395625368732
0.023999060618666336,1.052237653025861
0.027460721538006345,1.14538233696616
0.029232938886121936,1.1424511992657957
0.03078649604519698,1.2459943742994992
0.03100282585576806,1.2240858806155122
0.03411869029592508,1.2730605752817366
0.03764557118795334,1.3919339824479475
0.041137978082808564,1.4042758119143086
0.04816643111138184,1.5500178279784598
0.055182700384540796,1.635660574443611
0.06147076505016327,1.734826532369094
0.068383354496813,1.7194259823913636
0.07535615425119081,1.8847498059767989
0.08208073848853004,1.8132413859842376
0.0842062289510363,1.8834606389168485
0.08732908201448972,1.956389481251625
0.08923786294503491,1.8131720489803755
0.09243415043883399,1.9850494723425378
0.09585049305640758,1.8269472843091359
0.09764883657353815,1.9799764856284123
0.10184422188156465,1.877341454844933
0.10842205975908906,1.963644847453964
0.10980850418214505,1.8548184701759096
0.11052284627972964,2.053956469384523
0.11490937954325516,2.03836663784449
0.11726927555257087,1.858290702507043
0.121238478484152,2.0551709513894347
0.12840348965924706,2.0177095277465176
0.12905908357629273,1.9923041137487851
0.13401449358227746,2.0421002092609246
0.13897364787242117,1.9621785655082484
0.14211880826887396,2.0472259899898737
0.14917956286611894,2.017571120742627
0.15589541478588329,2.0175304838935273
0.15608657628263942,1.9178377213363793
0.15930337976910328,1.875768772731468
0.16239345282059497,2.003484064694196
0.16321750162299734,1.9177985334431888
0.16861419271818961,1.8840556141014062
0.17926711079620214,1.8804260031534605
0.1894922257180529,1.7874636687682155
0.19941321702304554,1.7460166604859804
0.21039777763451792,1.7693544114897302
0.21488655563880074,1.8601310628381604
0.2418046798472747,1.7804844942779405
0.2514024481253124,1.7725755846044156
0.25921766635024257,1.738083271479379
0.2726050849885964,1.6365379090201437
0.2745438520120576,1.74908199582804
0.28234615309983796,1.6521352461359098
0.2856178811815052,1.7085339439737242
0.29656874129543187,1.6604914141247584
0.3265751265349162,1.685853725845509
0.3358693613322675,1.6561951693838306
0.3693444016216115,1.5261763927909746
0.37362375940437403,1.5762770292059212
0.38376244951779437,1.5309909545135225
0.3946907485598987,1.5290329586621019
0.41111505646046087,1.4215830603642152
0.42041914262183044,1.483199255799194
0.4217405350798358,1.4072315703904599
0.4810044149317983,1.435961025039329
0.49061146607603545,1.4250743494455942
0.5055304715192621,1.371041081727349
0.5189229376035588,1.3460691533391804
0.5333617113374353,1.349467160871785
