McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 1
Height,Velocity
0.01308240518850729,0.6578246080876933
0.026377944020436795,1.1195793262385099
0.04074431628588911,1.3459304566295291
0.043517001330584865,1.4903924914966764
0.049444496586444835,1.5857513638640286
0.051341323427318855,1.5737161966637676
0.058332276400628116,1.6099213422567353
0.06407668252821268,1.799714484728832
0.06419469899454433,1.6711542520166125
0.07105671443006048,1.821419465383621
0.07874978377297057,1.9135832396653294
0.08324520259554928,1.900247762245625
0.08710771313306298,1.9851033621503622
0.09991100253166836,1.8420188710179781
0.10289687211603377,2.0166360915881785
0.14102211768541467,1.8746854792867007
0.17972051382995768,1.831055648655497
0.18111331124255292,1.9470841283619882
0.23035069127323915,1.7359764646503515
0.2645503137442275,1.639673312278029
0.36004886025804217,1.5843119543172564
