McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 1
Height,Velocity
0.009869640348742255,0.4570708822959839
0.019600279047771695,0.8914106954426494
0.02060082301234648,0.8993305601376603
0.021889800944672397,0.9569012069338091
0.030627612390533764,1.163606937162265
0.03262685052422676,1.2271627002556134
0.037237248631596206,1.3156394815795316
0.04351473091087482,1.41495444745428
0.04755477071984234,1.5247078290360025
0.047796264960815876,1.4650563180194276
0.05837259760265452,1.696828016656708
0.0625779127165171,1.7032351359694198
0.06510500295178318,1.740284073366659
0.07506161626174761,1.728087686470346
0.07720334994353036,1.822504430845655
0.08799774559847406,1.897793699719682
0.09314059884806164,1.8989468859613778
0.09845914385975019,1.9170272547897107
0.103750794541727,1.953758543824341
0.10629246886093764,1.8619091108724748
0.13563996896270045,1.9058501350385506
0.171220121263077,1.9226218511929563
0.17509027218080445,1.9520540359130112
0.1989200048270845,1.883913176870654
0.20761311542811633,1.9127349282574506
0.23556473625086224,1.8181164312148148
0.2679564305432479,1.6881436130093441
