McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 2
Height,Temperature
0.008892428873082628,582.417970849004
0.017671113332342638,634.7614466703154
0.019799580052608137,696.6394295665976
0.02965397894807533,775.202613858207
0.03335632652042418,787.3917149443722
0.03932887780241391,795.1792539568364
0.04321034638970773,804.5430634613449
0.05308898478496928,814.1077658213098
0.05901876777441791,807.914387409711
0.07013419643228108,781.8977405620337
0.07951176908829408,767.0052662845237
0.08961449158688417,733.6966237904438
0.09356494510554039,712.7321239490733
0.12384833130989786,616.5998145052963
0.18879106724137304,400.62146805966086
0.2157194885499961,315.7907058287169
0.24600602008617997,238.08391464758054
