McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 2
Height,Temperature
0.015374926111752927,749.2974588629734
0.01705131689390144,756.9672658105637
0.02043673343933725,787.7272322929858
0.023999065629354305,809.3199128026998
0.02735059785342643,820.9299029160693
0.029019629189636294,806.7575535862305
0.030748611791208757,815.5263886555078
0.030895508236525256,830.4636160480251
0.03424085039593235,811.2404197430266
0.034008512882184136,820.0051492417574
0.03771659948343882,812.9559568915295
0.04115104393511874,805.4127785725749
0.04447229310067096,800.6178120094335
0.0511683808625589,769.6007853132287
0.04770298975123552,827.4795818738988
0.0511683808625589,842.124457550265
0.054997737079762354,806.1871168844563
0.06136926464345467,785.9450001875667
0.06476053587215513,723.6277793424453
0.06866568841509502,766.2132103261322
0.06852557814168724,727.080967329249
0.07075386048631595,722.2339577441252
0.07522500856596445,726.6599998103194
0.0766206580128838,703.6057426865127
0.08388274899752614,685.9262614182911
0.08229876784882165,665.4799378019628
0.08720210885334014,665.5182997017031
0.09277581600256181,666.0068174024576
0.08912285072340109,617.6915952800284
0.1018460805843441,562.6771545904303
0.09756989708856285,603.7918313388722
0.10240233056821019,596.5604498958012
0.1109688965009081,564.9989247080904
0.10828203905352879,543.0209699107841
0.10984136380240465,513.5674061437317
0.11434353900134585,533.285325031011
0.11718080353765181,493.9658063275951
0.1191113187702508,515.3376334221276
0.12082659148632774,505.3982930080226
0.1242469728760615,498.99970402080214
0.12907569125976437,481.88062424083716
0.129251573741827,462.52572544545757
0.13882999098865506,452.7171328179411
0.14334439898365722,436.59596032477646
0.1498306217275712,415.1533014076413
0.15661034101395202,403.8879620367019
0.16302948193502725,390.8198227027933
0.15693055309085818,377.8909716216804
0.16104369537125485,366.88956751239255
0.15962457603037358,360.04694687111345
0.17017455434751044,343.52299537363064
0.18092839345460876,316.92590800772615
0.19157758378109507,277.6411287963436
0.20175166881330633,248.01147563517054
0.21145587189735943,252.73448235912787
0.21773809648480746,245.7075842832612
0.21319058936161966,228.80792096090815
0.23387396453100578,215.83322057595447
0.24462307512283105,205.92388634438987
0.25482311754555353,201.28006635739544
0.26454635231745627,186.19150993546936
0.27840596228386616,169.36672285539697
0.2763286664812246,164.65170881459719
0.28843928787447753,160.07598948955683
0.28609227681947297,155.82882700429562
0.31002560273706214,148.97972420130347
0.32054305608061273,139.11395780229623
0.3327739534136144,134.884118202391
0.3307410613667062,131.48222661788947
0.34033537919727747,131.22113975891492
0.3748824295775343,114.96005054326736
0.37821526791358606,113.12168338486056
0.38892185532759255,109.75484937995198
0.39993152678864424,103.52446020157639
0.4160405523760117,88.10709892161871
0.4310340183443525,83.05036135635518
0.4872319476364585,72.46772537151293
0.500683592028729,71.1187327215904
0.5141564300353114,66.00818043373161
0.5433080825949773,61.6797490383283
0.5287112648864112,61.4298688644579
