s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.3002158E+001, 2.1821467E+001,-3.9860791E+000,-2.2183152E+001,-2.9499198E-001,-2.4026213E-003, 0.0000000E+000, 0.0000000E+000,-4.6105564E+000,-4.6451590E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.3338495E+001, 2.1743603E+001,-3.9409755E+000,-1.8143616E+001,-3.0446220E-001,-2.4096167E-003, 0.0000000E+000, 0.0000000E+000,-7.3819574E-001,-6.4786045E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.3674513E+001, 2.1678409E+001,-3.9455862E+000,-1.5252764E+001,-3.0664679E-001,-2.4122693E-003, 0.0000000E+000, 0.0000000E+000, 2.1686985E+000, 2.1709995E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.4005715E+001, 2.1635160E+001,-3.9396111E+000,-1.6975665E+001,-3.0491248E-001,-2.4038317E-003, 0.0000000E+000, 0.0000000E+000, 4.4697955E-001, 4.1256747E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.4335465E+001, 2.1771909E+001,-3.9209423E+000,-1.8163955E+001,-2.9073803E-001,-2.4126106E-003, 0.0000000E+000, 0.0000000E+000,-6.5470285E-001,-6.0613867E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.4667850E+001, 2.1745160E+001,-3.9615681E+000,-1.6969106E+001,-2.9787176E-001,-2.4104225E-003, 0.0000000E+000, 0.0000000E+000, 5.4010299E-001, 5.1420326E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.5004242E+001, 2.1725759E+001,-3.9768214E+000,-2.0450937E+001,-2.9996674E-001,-2.4079515E-003, 0.0000000E+000, 0.0000000E+000,-3.0653348E+000,-3.0043734E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.5340619E+001, 2.1730364E+001,-3.9337266E+000,-1.7136234E+001,-3.1046391E-001,-2.4066757E-003, 0.0000000E+000, 0.0000000E+000, 2.8572069E-001, 3.4753243E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.5672349E+001, 2.1628202E+001,-3.9235667E+000,-1.1608488E+001,-2.9960712E-001,-2.4065246E-003, 0.0000000E+000, 0.0000000E+000, 5.8017275E+000, 5.7941334E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.6004087E+001, 2.1667321E+001,-3.9170856E+000,-2.1901938E+001,-2.8914423E-001,-2.4062881E-003, 0.0000000E+000, 0.0000000E+000,-4.3306196E+000,-4.4432531E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.6336590E+001, 2.1655957E+001,-3.9077924E+000,-1.9890925E+001,-3.0182020E-001,-2.4073195E-003, 0.0000000E+000, 0.0000000E+000,-2.5652751E+000,-2.4469875E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.6674770E+001, 2.1787765E+001,-3.9898211E+000,-1.1462389E+001,-3.1147973E-001,-2.4004002E-003, 0.0000000E+000, 0.0000000E+000, 5.9332778E+000, 6.0216749E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.7004841E+001, 2.1773788E+001,-3.9731190E+000,-1.3530982E+001,-2.8700581E-001,-2.4058247E-003, 0.0000000E+000, 0.0000000E+000, 4.1162010E+000, 3.9802756E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.7337271E+001, 2.1582665E+001,-3.9244702E+000,-2.1074995E+001,-2.8825320E-001,-2.4055319E-003, 0.0000000E+000, 0.0000000E+000,-3.7416138E+000,-3.7074581E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.7670977E+001, 2.1733110E+001,-3.9356923E+000,-1.9281297E+001,-2.9551285E-001,-2.4055563E-003, 0.0000000E+000, 0.0000000E+000,-1.8063318E+000,-1.7817980E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.8005991E+001, 2.1783342E+001,-3.9378213E+000,-1.7929485E+001,-2.9051979E-001,-2.4133448E-003, 0.0000000E+000, 0.0000000E+000,-4.0436679E-001,-3.7689723E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.8339348E+001, 2.1766124E+001,-4.0024697E+000,-1.6313283E+001,-3.0476897E-001,-2.4099543E-003, 0.0000000E+000, 0.0000000E+000, 1.0829165E+000, 1.1431921E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.8669548E+001, 2.1751730E+001,-3.9523731E+000,-2.1301537E+001,-2.8982491E-001,-2.4127199E-003, 0.0000000E+000, 0.0000000E+000,-3.7054544E+000,-3.7944174E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.9001438E+001, 2.1552685E+001,-3.9190770E+000,-1.9692909E+001,-2.9894724E-001,-2.4125584E-003, 0.0000000E+000, 0.0000000E+000,-2.4969562E+000,-2.3606607E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.9339157E+001, 2.1693431E+001,-3.9095363E+000,-1.6710570E+001,-2.8405780E-001,-2.4132506E-003, 0.0000000E+000, 0.0000000E+000, 8.1472389E-001, 7.8685312E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 1.9667917E+001, 2.1673077E+001,-3.9223192E+000,-1.9461248E+001,-2.8840947E-001,-2.4106711E-003, 0.0000000E+000, 0.0000000E+000,-1.9824864E+000,-2.0013103E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.0003445E+001, 2.1809624E+001,-3.9938136E+000,-1.7996633E+001,-2.9215888E-001,-2.4090865E-003, 0.0000000E+000, 0.0000000E+000,-5.5985571E-001,-4.7539059E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.0340578E+001, 2.1826015E+001,-3.9770376E+000,-1.8475738E+001,-2.9974026E-001,-2.4091821E-003, 0.0000000E+000, 0.0000000E+000,-9.6331158E-001,-9.2891014E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.0673498E+001, 2.1573586E+001,-3.9169991E+000,-1.4477430E+001,-2.8643132E-001,-2.4124384E-003, 0.0000000E+000, 0.0000000E+000, 2.9035157E+000, 2.8903131E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.1006809E+001, 2.1687118E+001,-3.9117645E+000,-1.7446275E+001,-2.7597268E-001,-2.4128368E-003, 0.0000000E+000, 0.0000000E+000, 2.6970366E-002, 5.0692633E-002, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.1337078E+001, 2.1654816E+001,-3.9232446E+000,-1.5587672E+001,-2.7919382E-001,-2.4096691E-003, 0.0000000E+000, 0.0000000E+000, 1.8819314E+000, 1.8622968E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.1667347E+001, 2.1812469E+001,-4.0043071E+000,-2.1949138E+001,-2.9290816E-001,-2.4077832E-003, 0.0000000E+000, 0.0000000E+000,-4.4629498E+000,-4.4362927E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.2005873E+001, 2.1824963E+001,-3.9844538E+000,-1.7319491E+001,-2.9511417E-001,-2.4109981E-003, 0.0000000E+000, 0.0000000E+000, 1.5487668E-001, 2.2349297E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.2341921E+001, 2.1545903E+001,-3.9164099E+000,-1.6591622E+001,-2.8352438E-001,-2.4120027E-003, 0.0000000E+000, 0.0000000E+000, 8.2656341E-001, 7.5193431E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.2668930E+001, 2.1664861E+001,-3.9003584E+000,-2.2474923E+001,-2.8539444E-001,-2.4106269E-003, 0.0000000E+000, 0.0000000E+000,-5.0242434E+000,-4.9982257E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.3004984E+001, 2.1690199E+001,-3.9179911E+000,-1.6436969E+001,-2.9130517E-001,-2.4094643E-003, 0.0000000E+000, 0.0000000E+000, 9.5807808E-001, 1.0415247E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.3333765E+001, 2.1813356E+001,-4.0109880E+000,-1.5395063E+001,-2.9051600E-001,-2.4037467E-003, 0.0000000E+000, 0.0000000E+000, 2.0732719E+000, 2.1143851E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.3673283E+001, 2.1825639E+001,-3.9739592E+000,-1.6884768E+001,-2.8898420E-001,-2.4092544E-003, 0.0000000E+000, 0.0000000E+000, 7.3902258E-001, 6.7551838E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.4002693E+001, 2.1562853E+001,-3.9042578E+000,-2.1001924E+001,-2.9193122E-001,-2.4104036E-003, 0.0000000E+000, 0.0000000E+000,-3.6682276E+000,-3.6376695E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.4340775E+001, 2.1688741E+001,-3.9093364E+000,-1.5619655E+001,-2.9005895E-001,-2.4078421E-003, 0.0000000E+000, 0.0000000E+000, 1.7906118E+000, 1.8672835E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.4674894E+001, 2.1705733E+001,-3.9231934E+000,-1.4917211E+001,-2.7993615E-001,-2.4096367E-003, 0.0000000E+000, 0.0000000E+000, 2.6160384E+000, 2.5829825E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.5008169E+001, 2.1789064E+001,-3.9985725E+000,-1.9862567E+001,-2.9211529E-001,-2.4030267E-003, 0.0000000E+000, 0.0000000E+000,-2.3625932E+000,-2.3665932E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.5334536E+001, 2.1827267E+001,-3.9624237E+000,-1.6422592E+001,-2.9385675E-001,-2.4120355E-003, 0.0000000E+000, 0.0000000E+000, 1.0663118E+000, 1.1459824E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.5670942E+001, 2.1507196E+001,-3.8942993E+000,-1.7276341E+001,-2.8515776E-001,-2.4079726E-003, 0.0000000E+000, 0.0000000E+000, 2.3917132E-002, 4.8989834E-002, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.6002327E+001, 2.1696750E+001,-3.9121173E+000,-1.6179671E+001,-2.8260103E-001,-2.4051201E-003, 0.0000000E+000, 0.0000000E+000, 1.3438149E+000, 1.3199555E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.6333714E+001, 2.1736436E+001,-3.9217884E+000,-1.6622938E+001,-2.7904168E-001,-2.4085209E-003, 0.0000000E+000, 0.0000000E+000, 8.8010800E-001, 9.1026005E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.6674305E+001, 2.1794815E+001,-4.0098731E+000,-1.6849679E+001,-2.8826938E-001,-2.4004182E-003, 0.0000000E+000, 0.0000000E+000, 6.4165975E-001, 6.4459244E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.7001930E+001, 2.1831312E+001,-3.9600117E+000,-1.6400059E+001,-2.8628397E-001,-2.4089904E-003, 0.0000000E+000, 0.0000000E+000, 1.1152561E+000, 1.1825481E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.7335577E+001, 2.1478790E+001,-3.8833248E+000,-1.7978787E+001,-2.8471499E-001,-2.4052119E-003, 0.0000000E+000, 0.0000000E+000,-6.5877946E-001,-6.7044185E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.7674896E+001, 2.1739759E+001,-3.9386156E+000,-1.2515176E+001,-2.8705925E-001,-2.4049415E-003, 0.0000000E+000, 0.0000000E+000, 4.8814318E+000, 4.9965029E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.8004900E+001, 2.1776541E+001,-3.9501217E+000,-1.9142310E+001,-2.9799067E-001,-2.4048862E-003, 0.0000000E+000, 0.0000000E+000,-1.3986379E+000,-1.6162856E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.8340149E+001, 2.1840395E+001,-4.0250661E+000,-2.0921977E+001,-3.2891487E-001,-2.4020505E-003, 0.0000000E+000, 0.0000000E+000,-3.5437733E+000,-3.4379648E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.8672092E+001, 2.1684764E+001,-3.9251498E+000,-1.9461922E+001,-3.2323891E-001,-2.4105545E-003, 0.0000000E+000, 0.0000000E+000,-2.0382905E+000,-2.0279573E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.9000111E+001, 2.1573613E+001,-3.8969448E+000,-1.6127268E+001,-2.9442584E-001,-2.4059086E-003, 0.0000000E+000, 0.0000000E+000, 1.2478464E+000, 1.2525678E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.9336760E+001, 2.1720375E+001,-3.9301381E+000,-1.8844920E+001,-2.8975143E-001,-2.4060208E-003, 0.0000000E+000, 0.0000000E+000,-1.2693389E+000,-1.3468402E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 2.9673410E+001, 2.1761875E+001,-3.9572290E+000,-2.0072479E+001,-2.9049084E-001,-2.4093095E-003, 0.0000000E+000, 0.0000000E+000,-2.6945055E+000,-2.5607330E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.0004494E+001, 2.1836402E+001,-3.9910914E+000,-1.5737587E+001,-2.9812598E-001,-2.4046377E-003, 0.0000000E+000, 0.0000000E+000, 1.7710504E+000, 1.8071924E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.0336590E+001, 2.1601444E+001,-3.9141068E+000,-1.5862857E+001,-2.8730447E-001,-2.4105262E-003, 0.0000000E+000, 0.0000000E+000, 1.5508265E+000, 1.5347652E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.0672560E+001, 2.1667115E+001,-3.9125326E+000,-1.5578694E+001,-2.7631312E-001,-2.4107282E-003, 0.0000000E+000, 0.0000000E+000, 1.8160501E+000, 1.8971645E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.1005018E+001, 2.1675337E+001,-3.9248778E+000,-1.5939896E+001,-2.8246845E-001,-2.4057252E-003, 0.0000000E+000, 0.0000000E+000, 1.5698432E+000, 1.5256886E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.1337187E+001, 2.1845960E+001,-3.9784684E+000,-2.0584583E+001,-2.8578218E-001,-2.4107464E-003, 0.0000000E+000, 0.0000000E+000,-3.0022493E+000,-3.0052846E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.1667044E+001, 2.1811824E+001,-3.9898186E+000,-1.6957118E+001,-3.0091755E-001,-2.4071768E-003, 0.0000000E+000, 0.0000000E+000, 4.8869391E-001, 5.6156266E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.2003567E+001, 2.1618309E+001,-3.9155572E+000,-1.5908402E+001,-2.9178642E-001,-2.4125358E-003, 0.0000000E+000, 0.0000000E+000, 1.4855670E+000, 1.5001509E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.2341595E+001, 2.1627900E+001,-3.9009088E+000,-1.6510028E+001,-2.9017797E-001,-2.4110384E-003, 0.0000000E+000, 0.0000000E+000, 9.4079713E-001, 9.2437417E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.2668873E+001, 2.1728049E+001,-3.9296055E+000,-1.9277490E+001,-2.9597122E-001,-2.4083907E-003, 0.0000000E+000, 0.0000000E+000,-1.7929168E+000,-1.7774268E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.3004765E+001, 2.1793793E+001,-3.9707504E+000,-2.0951639E+001,-3.1150274E-001,-2.4101386E-003, 0.0000000E+000, 0.0000000E+000,-3.4497242E+000,-3.4425096E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.3340652E+001, 2.1776279E+001,-3.9871853E+000,-1.3951269E+001,-2.9814289E-001,-2.4078100E-003, 0.0000000E+000, 0.0000000E+000, 3.4351223E+000, 3.5372736E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.3667934E+001, 2.1675237E+001,-3.9266982E+000,-1.2166252E+001,-2.8428411E-001,-2.4156630E-003, 0.0000000E+000, 0.0000000E+000, 5.3304484E+000, 5.2955870E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.4001560E+001, 2.1579735E+001,-3.8868790E+000,-2.4780227E+001,-2.7657394E-001,-2.4065950E-003, 0.0000000E+000, 0.0000000E+000,-7.3045963E+000,-7.3663525E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.4333981E+001, 2.1763747E+001,-3.9435908E+000,-1.5315026E+001,-2.9274711E-001,-2.4118010E-003, 0.0000000E+000, 0.0000000E+000, 2.0432389E+000, 2.2099711E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.4674709E+001, 2.1833243E+001,-3.9848750E+000,-1.3789483E+001,-2.8675358E-001,-2.4091232E-003, 0.0000000E+000, 0.0000000E+000, 3.8145775E+000, 3.7697223E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.5007130E+001, 2.1727429E+001,-3.9782700E+000,-1.9347552E+001,-2.9258378E-001,-2.4073286E-003, 0.0000000E+000, 0.0000000E+000,-1.9030854E+000,-1.8933835E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
