Time,HRR
0.7574035520693485,20.100668158247572
7.471504908841013,28.84337946182086
13.257643301840858,28.342656888958118
18.26389916199517,14.105457515971466
25.63066849958932,14.259095709254325
31.64369453621245,23.891380767508963
36.42614969589613,9.778938269697846
41.91895554337964,15.840074901978369
47.64101416906914,34.729469576783686
53.79880427056543,48.20751679970044
59.84149549165991,60.882568789988
66.41172324792933,65.76169921836618
72.05476557873979,70.5457848078895
79.32609167396458,79.33638555084735
84.192185062643,96.95189918923461
88.04072119010087,121.51227253984734
90.52262348474198,141.21156274116902
94.45020740649875,129.7936674381026
100.12610363228981,135.5995852058786
107.89527805941134,159.65852986222671
115.9521996875373,193.3180607580416
124.29686851666781,238.2425191997445
129.4763181347488,280.02024222066666
132.43600363079508,311.76150173395354
134.65576775282977,357.90101383026195
138.68422856689278,401.14671511733013
145.87790859200527,427.89484597546016
149.33087500405924,458.8506617065159
150.19411660707271,482.12616094145824
151.05735821008625,500.0693045344674
152.33166724310615,542.6692880984733
154.3184931548039,595.9167085065124
155.94906062716274,638.5080548506016
157.54765618829884,690.0941242783174
158.99095960921034,745.6301030663817
159.56645401121932,795.7727885429222
161.69805125688708,847.2038193956068
163.34827436727846,893.3095545278143
166.965667751335,942.0920140241828
168.3221902703562,957.8231355723137
169.76092627537872,995.1613554857809
171.37231060100385,1044.3872885351125
173.78938708944168,1146.1968172490697
173.97526516641238,1099.7020860305538
176.47502763215033,1202.477759164253
178.39334230551367,1255.1840755496319
179.0839355879245,1307.8103611450047
181.9422244512358,1366.7481160959067
183.8605391245992,1381.144958235579
186.73801113464418,1417.0406297575446
191.1181629721571,1459.6274631484093
193.27398327174637,1501.4420904428412
194.79493276277015,1540.9623988831731
195.08267996377464,1562.5365473367988
195.77327324618545,1598.802196303513
196.7269496838004,1641.7042716963297
198.6178598618299,1692.0654362441585
201.14339672792056,1742.9168132834322
202.27635998888712,1788.1700017437065
203.71509599390964,1835.5265868026236
205.6717769607402,1894.004548393475
206.01707360194564,1938.9930549280227
207.4558096069681,1983.0855919879386
208.73011863998795,2032.7261317025489
210.33328161701309,2083.615877351518
210.4291973506812,2136.940215798845
211.77201762203555,2265.283189973309
212.63525922504908,2183.9798840125195
213.21075362705807,2295.398491789976
213.21075362705807,2227.0473876524693
214.53439075167876,2334.5940184177944
214.6494896320806,2367.3970233760083
215.51273123509407,2413.4562239901197
216.72126947931298,2455.058451549943
217.06656612051836,2497.1384004616184
217.81470884313006,2588.3600990639625
217.81470884313006,2540.930860345798
218.44775268534,2619.8261587361394
219.99336622216413,2664.25197378415
220.69218085317505,2706.778013808209
220.749730293376,2742.068982182527
222.41866405920206,2779.5060308839466
225.29613606924704,2811.5236255754153
230.26457107325808,2839.929496585796
230.84554637433382,2861.568362045499
237.47743424510418,2837.153615598302
242.95058445455533,2823.883509282351
246.8849250018858,2841.174620950395
249.466900953625,2817.0530522722556
