McCaffrey Purely Buoyant Diffusion Flames 1979 Figure 2
Height,Temperature
0.009793459174118394,628.278613347541
0.01949141104192531,672.7762446880841
0.020531011447602453,703.4394056560826
0.021668507441581508,745.5344482340787
0.030479314691269334,745.0664561242273
0.03251678359951712,795.798393538792
0.03719129620725413,805.2017324495116
0.04393657915895895,809.241738338914
0.04775498391073447,786.1501033839735
0.05855767006759248,808.6903191462911
0.06285723408593401,784.4369407282119
0.07483268814203856,738.6372378494708
0.07754784525261964,766.3609897869006
0.09140314556891006,717.3608080574107
0.09848112515585851,691.8016740098977
0.10336807320955069,706.2858827751216
0.10511014284109733,630.042148011383
0.13449926437684548,560.8695331729407
0.13579605940044479,544.556709307357
0.17127338402039796,446.20211938554473
0.17663900486733658,419.96237372910696
0.2006502881190005,364.1919886516676
0.21043328571806585,341.9278850629772
0.23511288602743532,298.08993398126626
0.23805305630959694,276.9780137729779
0.2727943856320926,204.8878454988659
