Time,HRR
62.12230548950632,2.8568502504936077
68.04262146419742,6.028653818571911
73.04214639567329,10.867574003787922
76.710757836526,9.00788519906655
81.71028276800186,3.594823593819001
88.04072119010087,4.7427944807081985
94.90828772074158,6.570870232717425
102.03251152492197,5.914530806146104
107.0320364563978,20.05899736485935
113.36247487849681,24.91790107076804
119.69291330059582,23.559305161938482
126.02335172269477,37.889292794663106
132.35379014479378,55.12783805026038
138.68422856689278,71.74941653737005
145.01466698899173,88.282856914695
150.48186380807726,104.9855352596278
154.60624035580838,128.4492099810259
157.19596516484887,150.60767997766197
159.6897742402212,175.05989673767954
164.0059822552887,196.44605543649732
169.76092627537872,216.28487932440385
176.09136469747767,235.46246299525
182.1340559185722,253.09528366088898
184.72378072761268,273.1854460145928
186.20362347563582,297.65709617030234
188.17674713966665,324.08104011578644
189.90323034569366,346.39405839506526
191.39951579091706,365.7320075704406
193.01090011654225,394.0551065033951
194.27698780096205,418.49731330506756
196.1514552817914,450.3682274741209
197.96015197381968,480.7704763095753
198.99604189743582,504.8229985610087
201.1973079851203,536.1079405493902
202.85185439089616,566.6612855724779
204.06039263511508,590.7636914346845
205.78687584114203,617.1486903859859
206.30482080295013,641.7302252504355
207.74355680797265,665.8345079798319
208.89454561199062,689.8879686648606
210.8676692760215,713.9204318982052
211.58018615469928,740.518768086723
213.01892215972174,767.5154497855319
213.49850082806262,801.2909456577531
213.88216376273527,782.0329588449349
214.0739952300716,826.1799641547486
215.51273123509412,854.9540977342022
215.80047843609862,929.972713910639
215.92836608098946,902.008513692495
216.3759728381076,874.3515201386472
216.95146724011664,954.0991671337124
216.95146724011664,1109.303033620888
217.52696164212563,1141.0998764722058
217.52696164212563,1078.9294572833032
217.71879310946196,979.7168890924172
218.00654031046645,1002.0181769517608
218.02024255813336,1034.479044861369
218.1024560441346,1191.7215506048942
218.29428751147094,1173.4638362506294
218.6779504461436,1058.5789382591433
218.7601639321449,1219.1042888026334
218.9656976471481,1244.2442126031663
220.240006680168,1270.500872381507
221.55542245618858,1304.8602778355623
223.2819056622156,1327.8196422532571
225.5587467331523,1357.5745859066028
226.66293527401848,1386.3415342667647
228.34625639989474,1414.083508196141
229.03684968230561,1437.1636959391662
230.76333288833257,1459.28281037692
232.0102374260187,1481.5596012093
233.87100265918116,1505.134089297684
235.13709034360102,1531.0628922177139
236.92934433842896,1556.6451115018942
239.17993851771422,1590.042622521283
240.45082198881744,1624.1477431936771
241.69772652650357,1653.809038657461
242.84871533052154,1688.2363548640685
243.99970413453957,1735.5098005716968
244.09561986820773,1718.3824099316646
244.86294573755305,1758.3005402028266
246.01393454157107,1794.8284813592866
247.02104974508683,1819.6402257149605
247.45267054659354,1846.9073504498967
247.45267054659354,1867.392565816433
248.77630767121423,1884.2729920154347
249.37098521995694,1916.5305128959733
250.16571558463596,1944.1452061831408
250.9056369586475,1968.0180318073649
252.87876062267839,1996.521363615297
255.01631125871177,2022.3003020417866
257.5123367478133,2053.435258086769
260.8661169934186,2094.6363632486114
262.8471458003342,2018.763077699114
262.9910194008365,2053.889820194343
263.9118104440509,1996.8121481571775
264.2139450051056,1964.2387661691903
264.55307563486093,1930.1352304999662
265.2210602086214,1898.9256208494637
266.0735526345859,1874.5494419860804
266.4439858128905,1852.422907720637
267.59497461690853,1830.0687156673864
267.71007349731036,1806.0514315974374
268.33489599092013,1774.0734723191547
