s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.3006089E+001, 4.5255052E+001,-8.3535162E+000,-3.0051250E+001,-5.4644816E-001,-4.6628083E-003, 0.0000000E+000, 0.0000000E+000, 6.2871726E+000, 6.2991742E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.3337246E+001, 4.4631900E+001,-8.2575079E+000,-3.8094472E+001,-5.4308291E-001,-4.6368845E-003, 0.0000000E+000, 0.0000000E+000,-2.2428136E+000,-2.2677997E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.3666969E+001, 4.4982381E+001,-8.3057712E+000,-3.6862426E+001,-5.4377663E-001,-4.6328303E-003, 0.0000000E+000, 0.0000000E+000,-8.4270068E-001,-7.3422602E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.4003423E+001, 4.4846971E+001,-8.2626557E+000,-3.4043076E+001,-5.3059306E-001,-4.6256566E-003, 0.0000000E+000, 0.0000000E+000, 2.0156117E+000, 2.0060209E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.4339876E+001, 4.4645703E+001,-8.2378031E+000,-3.7669514E+001,-5.3898194E-001,-4.6157182E-003, 0.0000000E+000, 0.0000000E+000,-1.8300136E+000,-1.8052114E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.4668125E+001, 4.5090048E+001,-8.3574748E+000,-3.3351856E+001,-5.3454495E-001,-4.6081993E-003, 0.0000000E+000, 0.0000000E+000, 2.8171666E+000, 2.8415646E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.5000647E+001, 4.4777488E+001,-8.3118743E+000,-3.4378014E+001,-5.2893053E-001,-4.6062192E-003, 0.0000000E+000, 0.0000000E+000, 1.5316212E+000, 1.5540633E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.5333517E+001, 4.5118027E+001,-8.3483953E+000,-3.6963817E+001,-5.1776080E-001,-4.6205261E-003, 0.0000000E+000, 0.0000000E+000,-6.9854077E-001,-7.1656660E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.5672789E+001, 4.4951817E+001,-8.3109236E+000,-4.3195728E+001,-5.3940959E-001,-4.6143706E-003, 0.0000000E+000, 0.0000000E+000,-7.0922490E+000,-7.0988584E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.6003523E+001, 4.5259185E+001,-8.3845060E+000,-4.2126755E+001,-5.3547139E-001,-4.6443805E-003, 0.0000000E+000, 0.0000000E+000,-5.8603312E+000,-5.7921923E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.6338797E+001, 4.4829508E+001,-8.2678741E+000,-3.3207874E+001,-5.4049991E-001,-4.6345892E-003, 0.0000000E+000, 0.0000000E+000, 2.8277464E+000, 2.8086252E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.6670898E+001, 4.4772352E+001,-8.2301321E+000,-4.2646905E+001,-5.5041948E-001,-4.6357849E-003, 0.0000000E+000, 0.0000000E+000,-6.7287288E+000,-6.6597404E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.7001770E+001, 4.4992677E+001,-8.2404764E+000,-3.1794614E+001,-5.2116790E-001,-4.6469119E-003, 0.0000000E+000, 0.0000000E+000, 4.3769508E+000, 4.4317719E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.7334034E+001, 4.4987816E+001,-8.3429757E+000,-2.6908814E+001,-5.1848685E-001,-4.6347087E-003, 0.0000000E+000, 0.0000000E+000, 9.2453376E+000, 9.2129047E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.7673094E+001, 4.4523982E+001,-8.2571531E+000,-3.4813105E+001,-5.1666735E-001,-4.6272860E-003, 0.0000000E+000, 0.0000000E+000, 8.8860714E-001, 9.3242995E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.8001980E+001, 4.5368195E+001,-8.3545488E+000,-3.5583304E+001,-5.0508710E-001,-4.6296784E-003, 0.0000000E+000, 0.0000000E+000, 1.0323901E+000, 9.2062492E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.8335785E+001, 4.4926499E+001,-8.3879029E+000,-4.4008708E+001,-5.7911498E-001,-4.6233229E-003, 0.0000000E+000, 0.0000000E+000,-8.2132603E+000,-8.0538496E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.8670361E+001, 4.4754039E+001,-8.2666572E+000,-3.3563168E+001,-6.0360007E-001,-4.6285767E-003, 0.0000000E+000, 0.0000000E+000, 2.3609137E+000, 2.3159858E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.9001629E+001, 4.4894230E+001,-8.2695695E+000,-3.1898509E+001,-5.4580954E-001,-4.6349852E-003, 0.0000000E+000, 0.0000000E+000, 4.1355684E+000, 4.1757071E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.9333866E+001, 4.5368032E+001,-8.4210048E+000,-3.3002591E+001,-5.3266963E-001,-4.6480094E-003, 0.0000000E+000, 0.0000000E+000, 3.4493563E+000, 3.4071180E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 1.9670742E+001, 4.4696364E+001,-8.3031254E+000,-3.6917054E+001,-5.3786540E-001,-4.6369146E-003, 0.0000000E+000, 0.0000000E+000,-1.1451349E+000,-1.0663177E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.0004696E+001, 4.5089131E+001,-8.3386518E+000,-4.1603751E+001,-5.6119859E-001,-4.6492711E-003, 0.0000000E+000, 0.0000000E+000,-5.2965208E+000,-5.4191197E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.0338652E+001, 4.4920985E+001,-8.3661507E+000,-3.6705861E+001,-6.0376467E-001,-4.6482515E-003, 0.0000000E+000, 0.0000000E+000,-9.4234408E-001,-7.5943968E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.0667791E+001, 4.4966920E+001,-8.3113708E+000,-4.1201610E+001,-5.6276373E-001,-4.6475924E-003, 0.0000000E+000, 0.0000000E+000,-5.0157474E+000,-5.1134716E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.1001923E+001, 4.4849323E+001,-8.3350584E+000,-3.8719106E+001,-6.0249813E-001,-4.6479159E-003, 0.0000000E+000, 0.0000000E+000,-2.7564285E+000,-2.8119879E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.1334805E+001, 4.4757359E+001,-8.2282135E+000,-3.4846709E+001,-5.4260153E-001,-4.6283618E-003, 0.0000000E+000, 0.0000000E+000, 1.0826781E+000, 1.1352061E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.1670074E+001, 4.5200886E+001,-8.4137270E+000,-4.0858154E+001,-5.4447101E-001,-4.6469098E-003, 0.0000000E+000, 0.0000000E+000,-4.6864653E+000,-4.6201128E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.2002188E+001, 4.4634680E+001,-8.2173426E+000,-2.6330722E+001,-5.2955695E-001,-4.6301936E-003, 0.0000000E+000, 0.0000000E+000, 9.4492685E+000, 9.5524278E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.2335588E+001, 4.5109153E+001,-8.3864984E+000,-3.2682694E+001,-5.2128005E-001,-4.6482977E-003, 0.0000000E+000, 0.0000000E+000, 3.7327744E+000, 3.5140320E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.2668406E+001, 4.4852485E+001,-8.2799548E+000,-4.4225540E+001,-5.7437812E-001,-4.6385033E-003, 0.0000000E+000, 0.0000000E+000,-8.3027071E+000,-8.2320260E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.3003040E+001, 4.5028289E+001,-8.3398639E+000,-3.4227952E+001,-5.6039014E-001,-4.6431026E-003, 0.0000000E+000, 0.0000000E+000, 1.8575301E+000, 1.8954400E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.3338633E+001, 4.4605769E+001,-8.1983626E+000,-3.5940051E+001,-5.2400209E-001,-4.6459020E-003, 0.0000000E+000, 0.0000000E+000,-1.4099785E-001,-6.1292105E-002, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.3672146E+001, 4.4988561E+001,-8.3672588E+000,-3.4779661E+001,-5.3822209E-001,-4.6465733E-003, 0.0000000E+000, 0.0000000E+000, 1.3920735E+000, 1.2987726E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.4003496E+001, 4.5072042E+001,-8.3279652E+000,-3.5251548E+001,-5.2882651E-001,-4.6558991E-003, 0.0000000E+000, 0.0000000E+000, 8.3510455E-001, 9.5904601E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.4336636E+001, 4.4878653E+001,-8.2958096E+000,-3.6539005E+001,-5.6576235E-001,-4.6543471E-003, 0.0000000E+000, 0.0000000E+000,-4.1661849E-001,-5.2657855E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.4668396E+001, 4.4747020E+001,-8.2737175E+000,-4.2629811E+001,-5.7050433E-001,-4.6468291E-003, 0.0000000E+000, 0.0000000E+000,-6.7625048E+000,-6.7316596E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.5004116E+001, 4.5325379E+001,-8.3525162E+000,-3.2960057E+001,-5.3123364E-001,-4.6570410E-003, 0.0000000E+000, 0.0000000E+000, 3.3504804E+000, 3.4769157E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.5338650E+001, 4.4796282E+001,-8.2729659E+000,-2.7553186E+001,-5.3447812E-001,-4.6556389E-003, 0.0000000E+000, 0.0000000E+000, 8.5040325E+000, 8.4309965E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.5666830E+001, 4.5364266E+001,-8.3842100E+000,-3.9500257E+001,-5.3205737E-001,-4.6795541E-003, 0.0000000E+000, 0.0000000E+000,-3.1774021E+000,-3.0569380E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.6004190E+001, 4.4314657E+001,-8.1944963E+000,-2.2257885E+001,-5.2548751E-001,-4.6500117E-003, 0.0000000E+000, 0.0000000E+000, 1.3277568E+001, 1.3332138E+001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.6338245E+001, 4.5379645E+001,-8.4070428E+000,-3.8510820E+001,-5.2438186E-001,-4.6603176E-003, 0.0000000E+000, 0.0000000E+000,-1.9003958E+000,-2.0672598E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.6672512E+001, 4.4159411E+001,-8.1428298E+000,-4.5118421E+001,-5.6078425E-001,-4.6378044E-003, 0.0000000E+000, 0.0000000E+000,-9.7467573E+000,-9.6672618E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.7002901E+001, 4.5562571E+001,-8.3957697E+000,-3.1968594E+001,-5.3778386E-001,-4.6540898E-003, 0.0000000E+000, 0.0000000E+000, 4.6112128E+000, 4.6557698E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.7337976E+001, 4.4688238E+001,-8.3155039E+000,-4.1518459E+001,-5.4136528E-001,-4.6315153E-003, 0.0000000E+000, 0.0000000E+000,-5.8331789E+000,-5.6917220E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.7669176E+001, 4.5328348E+001,-8.3972060E+000,-3.4084984E+001,-5.1259590E-001,-4.6441667E-003, 0.0000000E+000, 0.0000000E+000, 2.5511105E+000, 2.3289170E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.8000792E+001, 4.4376248E+001,-8.2257367E+000,-4.5940330E+001,-5.5891131E-001,-4.6192711E-003, 0.0000000E+000, 0.0000000E+000,-1.0537800E+001,-1.0353349E+001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.8337679E+001, 4.5402000E+001,-8.3743038E+000,-3.3035307E+001,-5.2497457E-001,-4.6550129E-003, 0.0000000E+000, 0.0000000E+000, 3.4113393E+000, 3.4627603E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.8670736E+001, 4.4527342E+001,-8.2569264E+000,-3.2227399E+001,-5.3292146E-001,-4.6243917E-003, 0.0000000E+000, 0.0000000E+000, 3.4682234E+000, 3.5054706E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.9003664E+001, 4.5178066E+001,-8.3324095E+000,-3.3737536E+001,-5.0447874E-001,-4.6427697E-003, 0.0000000E+000, 0.0000000E+000, 2.6137382E+000, 2.5989987E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.9337425E+001, 4.4792935E+001,-8.2718549E+000,-3.6799469E+001,-5.2382089E-001,-4.6310245E-003, 0.0000000E+000, 0.0000000E+000,-7.1696594E-001,-8.0684131E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 2.9668808E+001, 4.5302288E+001,-8.3786881E+000,-4.4919154E+001,-5.2879031E-001,-4.6538313E-003, 0.0000000E+000, 0.0000000E+000,-8.5594126E+000,-8.5289982E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.0001057E+001, 4.4337265E+001,-8.1771784E+000,-3.5315830E+001,-5.3781674E-001,-4.6170132E-003, 0.0000000E+000, 0.0000000E+000, 1.2356834E-001, 3.0182338E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.0333885E+001, 4.5506622E+001,-8.3255563E+000,-3.0776234E+001,-5.1446398E-001,-4.6558040E-003, 0.0000000E+000, 0.0000000E+000, 5.9116351E+000, 5.8857122E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.0671978E+001, 4.4313438E+001,-8.2497007E+000,-3.1620198E+001,-5.3977518E-001,-4.6248966E-003, 0.0000000E+000, 0.0000000E+000, 3.7689138E+000, 3.8991393E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.1002840E+001, 4.5103213E+001,-8.2633344E+000,-2.4395156E+001,-4.9639994E-001,-4.6492304E-003, 0.0000000E+000, 0.0000000E+000, 1.2086091E+001, 1.1943673E+001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.1336138E+001, 4.5128785E+001,-8.4075827E+000,-4.3401257E+001,-5.1423539E-001,-4.6433543E-003, 0.0000000E+000, 0.0000000E+000,-7.1872033E+000,-7.1989338E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.1671289E+001, 4.4900371E+001,-8.2773177E+000,-4.2832372E+001,-5.1962101E-001,-4.6312833E-003, 0.0000000E+000, 0.0000000E+000,-6.8299873E+000,-6.7335712E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.2003643E+001, 4.4794190E+001,-8.2568743E+000,-3.9135562E+001,-5.5310432E-001,-4.6455393E-003, 0.0000000E+000, 0.0000000E+000,-3.1686273E+000,-3.1559962E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.2335999E+001, 4.5210364E+001,-8.2834153E+000,-3.6894507E+001,-5.3277384E-001,-4.6364177E-003, 0.0000000E+000, 0.0000000E+000,-4.8498044E-001,-5.0496851E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.2668354E+001, 4.4812514E+001,-8.3353782E+000,-3.1820817E+001,-5.5256425E-001,-4.6386582E-003, 0.0000000E+000, 0.0000000E+000, 3.8430674E+000, 4.0991166E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.3002346E+001, 4.4639383E+001,-8.1712946E+000,-2.5161936E+001,-5.1348546E-001,-4.6280512E-003, 0.0000000E+000, 0.0000000E+000, 1.0837444E+001, 1.0788039E+001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.3337463E+001, 4.5344712E+001,-8.4523250E+000,-2.8228939E+001,-5.2606908E-001,-4.6466708E-003, 0.0000000E+000, 0.0000000E+000, 8.1992865E+000, 8.1327319E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.3669968E+001, 4.4445471E+001,-8.1660350E+000,-3.9968985E+001,-5.2506355E-001,-4.6457882E-003, 0.0000000E+000, 0.0000000E+000,-4.1263181E+000,-4.2192579E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.4001545E+001, 4.5056857E+001,-8.3472857E+000,-4.1443317E+001,-5.6743064E-001,-4.6326678E-003, 0.0000000E+000, 0.0000000E+000,-5.3807708E+000,-5.3058092E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.4336662E+001, 4.5111380E+001,-8.2964486E+000,-4.1051580E+001,-5.8813006E-001,-4.6258223E-003, 0.0000000E+000, 0.0000000E+000,-4.8286486E+000,-4.8294043E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.4670570E+001, 4.5046075E+001,-8.3851852E+000,-3.4175375E+001,-5.7207569E-001,-4.6407670E-003, 0.0000000E+000, 0.0000000E+000, 1.7823131E+000, 1.9087987E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.5004421E+001, 4.4254920E+001,-8.1738833E+000,-3.1681559E+001,-5.4024522E-001,-4.6093330E-003, 0.0000000E+000, 0.0000000E+000, 3.8734985E+000, 3.8546240E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
