s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_Door_Vertical_Centre-1","Temp_Door_Vertical_Centre-2","Temp_Door_Vertical_Centre-3","Temp_Door_Vertical_Centre-4","Temp_Door_Vertical_Centre-5","Temp_Door_Vertical_Centre-6","Temp_Door_Vertical_Centre-7","Temp_Door_Vertical_Centre-8","Temp_Door_Vertical_Centre-9","Temp_Door_Vertical_Centre-10","Temp_Door_Vertical_Centre-11","Temp_Door_Vertical_Centre-12","Temp_Door_Vertical_Centre-13","Temp_Door_Vertical_Centre-14","Temp_Door_Vertical_Centre-15","Temp_Door_Vertical_Centre-16","Temp_Door_Vertical_Centre-17","Temp_Door_Vertical_Centre-18","Temp_Corner_Vertical_Left-1","Temp_Corner_Vertical_Left-2","Temp_Corner_Vertical_Left-3","Temp_Corner_Vertical_Left-4","Temp_Corner_Vertical_Left-5","Temp_Corner_Vertical_Left-6","Temp_Corner_Vertical_Left-7","Temp_Corner_Vertical_Left-8","Temp_Corner_Vertical_Left-9","Temp_Corner_Vertical_Left-10","Temp_Corner_Vertical_Left-11","Temp_Corner_Vertical_Left-12","Temp_Corner_Vertical_Left-13","Temp_Corner_Vertical_Left-14","Temp_Corner_Vertical_Left-15","Temp_Corner_Vertical_Left-16","Temp_Corner_Vertical_Left-17","Temp_Corner_Vertical_Left-18","Temp_Corner_Vertical_Left-19","Temp_Corner_Vertical_Left-20","Temp_Corner_Vertical_Left-21","Temp_Corner_Vertical_Left-22","Temp_Corner_Vertical_Right-1","Temp_Corner_Vertical_Right-2","Temp_Corner_Vertical_Right-3","Temp_Corner_Vertical_Right-4","Temp_Corner_Vertical_Right-5","Temp_Corner_Vertical_Right-6","Temp_Corner_Vertical_Right-7","Temp_Corner_Vertical_Right-8","Temp_Corner_Vertical_Right-9","Temp_Corner_Vertical_Right-10","Temp_Corner_Vertical_Right-11","Temp_Corner_Vertical_Right-12","Temp_Corner_Vertical_Right-13","Temp_Corner_Vertical_Right-14","Temp_Corner_Vertical_Right-15","Temp_Corner_Vertical_Right-16","Temp_Corner_Vertical_Right-17","Temp_Corner_Vertical_Right-18","Temp_Corner_Vertical_Right-19","Temp_Corner_Vertical_Right-20","Temp_Corner_Vertical_Right-21","Temp_Corner_Vertical_Right-22"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0160553E+001, 2.0000065E+001, 2.0000050E+001, 2.0000040E+001, 2.0000053E+001, 2.0000048E+001, 2.0000049E+001, 2.0000045E+001, 2.0000020E+001, 2.0000003E+001, 2.0000004E+001, 1.9999989E+001, 1.9999983E+001, 2.0000002E+001, 2.0000001E+001, 1.9999972E+001, 1.9999987E+001, 2.0000023E+001, 2.0000034E+001, 1.9999977E+001, 1.9999968E+001, 1.9999996E+001, 2.0000022E+001, 2.0000018E+001, 2.0000008E+001, 1.9999996E+001, 1.9999993E+001, 1.9999981E+001, 1.9999959E+001, 1.9999980E+001, 1.9999977E+001, 1.9999985E+001, 1.9999987E+001, 1.9999963E+001, 1.9999983E+001, 1.9999990E+001, 1.9999974E+001, 1.9999993E+001, 1.9999995E+001, 1.9999979E+001, 1.9999964E+001, 2.0000000E+001, 1.9999993E+001, 2.0000006E+001, 2.0000002E+001, 1.9999980E+001, 1.9999992E+001, 2.0000017E+001, 2.0000011E+001, 1.9999992E+001, 1.9999998E+001, 1.9999998E+001, 2.0000000E+001, 2.0000002E+001, 2.0000012E+001, 2.0000029E+001, 2.0000014E+001, 1.9999995E+001, 1.9999995E+001, 2.0000026E+001, 2.0000010E+001, 1.9999987E+001, 1.9999987E+001
 2.0053195E+001, 2.0042489E+001, 2.0037320E+001, 2.0037358E+001, 2.0038993E+001, 2.0043594E+001, 2.0044521E+001, 2.0041464E+001, 2.0037965E+001, 2.0035092E+001, 2.0032288E+001, 2.0029602E+001, 2.0027177E+001, 2.0024869E+001, 2.0022859E+001, 2.0020897E+001, 2.0019199E+001, 2.0018663E+001, 2.0023375E+001, 2.0025386E+001, 2.0021097E+001, 2.0017786E+001, 2.0016333E+001, 2.0017391E+001, 2.0020953E+001, 2.0023942E+001, 2.0023216E+001, 2.0021582E+001, 2.0019224E+001, 2.0017179E+001, 2.0016160E+001, 2.0015553E+001, 2.0015661E+001, 2.0015445E+001, 2.0014864E+001, 2.0014517E+001, 2.0013434E+001, 2.0012449E+001, 2.0011649E+001, 2.0011011E+001, 2.0017457E+001, 2.0024248E+001, 2.0020430E+001, 2.0017745E+001, 2.0016431E+001, 2.0017102E+001, 2.0021489E+001, 2.0023253E+001, 2.0023312E+001, 2.0021479E+001, 2.0018780E+001, 2.0016849E+001, 2.0015430E+001, 2.0015047E+001, 2.0014676E+001, 2.0014856E+001, 2.0014610E+001, 2.0014094E+001, 2.0013343E+001, 2.0012866E+001, 2.0012430E+001, 2.0012105E+001, 2.0023764E+001
 3.0138771E+001, 2.0133532E+001, 2.0106942E+001, 2.0111755E+001, 2.0116135E+001, 2.0124978E+001, 2.0126660E+001, 2.0122295E+001, 2.0115279E+001, 2.0107121E+001, 2.0098548E+001, 2.0090197E+001, 2.0083378E+001, 2.0076751E+001, 2.0071514E+001, 2.0072360E+001, 2.0205246E+001, 2.0630577E+001, 2.0770594E+001, 2.0093098E+001, 2.0072887E+001, 2.0062819E+001, 2.0060969E+001, 2.0066176E+001, 2.0076713E+001, 2.0082531E+001, 2.0077917E+001, 2.0073740E+001, 2.0067465E+001, 2.0061798E+001, 2.0058071E+001, 2.0056491E+001, 2.0056063E+001, 2.0053973E+001, 2.0051943E+001, 2.0049363E+001, 2.0046307E+001, 2.0058457E+001, 2.0847157E+001, 2.3481502E+001, 2.5626807E+001, 2.0089501E+001, 2.0068904E+001, 2.0063194E+001, 2.0061648E+001, 2.0065640E+001, 2.0076781E+001, 2.0079966E+001, 2.0079116E+001, 2.0073663E+001, 2.0065874E+001, 2.0062055E+001, 2.0056994E+001, 2.0055775E+001, 2.0053910E+001, 2.0053169E+001, 2.0051178E+001, 2.0049088E+001, 2.0073597E+001, 2.1219877E+001, 2.5086598E+001, 2.9965930E+001, 3.2676133E+001
 4.0014110E+001, 2.0249983E+001, 2.0187106E+001, 2.0198082E+001, 2.0205694E+001, 2.0218419E+001, 2.0221221E+001, 2.0214411E+001, 2.0203569E+001, 2.0232863E+001, 2.0525183E+001, 2.1268413E+001, 2.2422892E+001, 2.3559616E+001, 2.4678495E+001, 2.5759559E+001, 2.4663980E+001, 2.3403140E+001, 2.2847085E+001, 2.0176793E+001, 2.0129004E+001, 2.0112581E+001, 2.0113411E+001, 2.0126273E+001, 2.0145795E+001, 2.0153683E+001, 2.0140867E+001, 2.0134655E+001, 2.0124341E+001, 2.0234110E+001, 2.1278498E+001, 2.3365337E+001, 2.5816600E+001, 2.8566478E+001, 3.1723307E+001, 3.5313580E+001, 3.9332428E+001, 4.4191327E+001, 5.0003615E+001, 5.4439229E+001, 5.5936743E+001, 2.0167447E+001, 2.0120830E+001, 2.0114847E+001, 2.0116259E+001, 2.0125236E+001, 2.0143333E+001, 2.0147563E+001, 2.0146329E+001, 2.0136491E+001, 2.0417701E+001, 2.2514195E+001, 2.5995378E+001, 2.9603308E+001, 3.3315057E+001, 3.7394429E+001, 4.1777415E+001, 4.6148990E+001, 5.1011767E+001, 5.5731551E+001, 5.8638679E+001, 6.0386028E+001, 6.1692411E+001
 5.0126446E+001, 2.0400432E+001, 2.0287959E+001, 2.0304481E+001, 2.0317897E+001, 2.0334169E+001, 2.0362865E+001, 2.0631076E+001, 2.1324198E+001, 2.2445057E+001, 2.3761715E+001, 2.5075195E+001, 2.5809374E+001, 2.8158877E+001, 2.9087644E+001, 2.5370838E+001, 2.6008197E+001, 2.9226146E+001, 3.2840560E+001, 2.0285050E+001, 2.0191627E+001, 2.0177479E+001, 2.0199624E+001, 2.0250823E+001, 2.0576149E+001, 2.2184102E+001, 2.6376205E+001, 3.1017073E+001, 3.5518756E+001, 4.0581082E+001, 4.5159616E+001, 4.8358420E+001, 5.1848798E+001, 5.3995620E+001, 5.4360750E+001, 5.6158051E+001, 5.7444685E+001, 5.7919828E+001, 5.8778376E+001, 5.9590971E+001, 5.9142706E+001, 2.0260432E+001, 2.0185269E+001, 2.0182777E+001, 2.0196758E+001, 2.0219580E+001, 2.0705777E+001, 2.4968123E+001, 3.1892957E+001, 3.7697067E+001, 4.1954552E+001, 4.4822383E+001, 4.9191790E+001, 5.3846852E+001, 5.6917921E+001, 5.8662494E+001, 5.9415484E+001, 5.9734204E+001, 5.9156166E+001, 5.8392585E+001, 5.8101275E+001, 5.7870259E+001, 5.7459052E+001
 6.0019121E+001, 2.0561591E+001, 2.0397452E+001, 2.0413711E+001, 2.0435374E+001, 2.0551578E+001, 2.1126030E+001, 2.2046778E+001, 2.2981147E+001, 2.3852293E+001, 2.3986519E+001, 2.3907485E+001, 2.8726146E+001, 2.8932616E+001, 2.6595700E+001, 3.2627034E+001, 3.9675146E+001, 3.9864027E+001, 4.1307950E+001, 2.0409996E+001, 2.0270163E+001, 2.0337040E+001, 2.1176857E+001, 2.2709909E+001, 2.4900356E+001, 2.9301616E+001, 3.6037538E+001, 4.1738868E+001, 4.4682967E+001, 4.5035244E+001, 4.7500219E+001, 5.2196159E+001, 5.4541617E+001, 5.4730658E+001, 5.5476620E+001, 5.6478168E+001, 5.6714997E+001, 5.7071335E+001, 5.7306227E+001, 5.7532220E+001, 5.7534514E+001, 2.0355466E+001, 2.0256956E+001, 2.0266639E+001, 2.0297624E+001, 2.0695968E+001, 2.8670832E+001, 3.8613282E+001, 4.0415046E+001, 4.1587203E+001, 4.2139654E+001, 5.0343726E+001, 5.4443466E+001, 5.5365843E+001, 5.5869904E+001, 5.6350670E+001, 5.6148846E+001, 5.5755184E+001, 5.5431863E+001, 5.5562375E+001, 5.6008147E+001, 5.6767256E+001, 5.7187019E+001
 7.0052026E+001, 2.0715194E+001, 2.0502942E+001, 2.0513790E+001, 2.0603665E+001, 2.1074987E+001, 2.1796593E+001, 2.2383672E+001, 2.2999383E+001, 2.3345393E+001, 2.2143186E+001, 2.3951049E+001, 3.0462068E+001, 3.4131278E+001, 3.9192576E+001, 4.4903537E+001, 4.7426721E+001, 4.8460596E+001, 4.8292640E+001, 2.0510379E+001, 2.0351567E+001, 2.0561570E+001, 2.1487662E+001, 2.2040661E+001, 2.3290548E+001, 2.5156256E+001, 2.8926812E+001, 3.7034741E+001, 4.4963718E+001, 4.8485895E+001, 5.2242534E+001, 5.4784418E+001, 5.7239589E+001, 5.9635910E+001, 6.1390749E+001, 6.1722822E+001, 6.1529306E+001, 6.1198090E+001, 6.1327226E+001, 6.1554970E+001, 6.1668597E+001, 2.0451909E+001, 2.0323962E+001, 2.0334030E+001, 2.0358299E+001, 2.0670475E+001, 2.4013686E+001, 3.0139213E+001, 3.2776083E+001, 4.1582207E+001, 4.8462166E+001, 4.8952294E+001, 5.1485649E+001, 5.4091073E+001, 5.5202216E+001, 5.5854980E+001, 5.6240788E+001, 5.6354154E+001, 5.6843377E+001, 5.7123314E+001, 5.7495470E+001, 5.7948311E+001, 5.8482113E+001
 8.0115927E+001, 2.0846690E+001, 2.0605061E+001, 2.0616121E+001, 2.0823525E+001, 2.1297834E+001, 2.1751997E+001, 2.2061729E+001, 2.2521270E+001, 2.2546679E+001, 2.1522488E+001, 2.5928484E+001, 3.4872507E+001, 3.9881608E+001, 4.0967276E+001, 4.3448002E+001, 4.7563235E+001, 5.1066487E+001, 5.2893615E+001, 2.0602062E+001, 2.0428985E+001, 2.0484663E+001, 2.0761069E+001, 2.1113078E+001, 2.1205485E+001, 2.2114726E+001, 2.3244393E+001, 2.7404707E+001, 3.2171967E+001, 3.8395045E+001, 5.0069889E+001, 5.7368452E+001, 5.8357009E+001, 5.9741525E+001, 5.9903434E+001, 5.9815015E+001, 5.9812783E+001, 5.9764152E+001, 5.9343949E+001, 5.8660276E+001, 5.8188233E+001, 2.0553373E+001, 2.0390786E+001, 2.0388941E+001, 2.0403133E+001, 2.0503642E+001, 2.1083743E+001, 2.2382585E+001, 2.4395025E+001, 3.0174331E+001, 3.7027689E+001, 4.3248407E+001, 4.8430353E+001, 5.3090820E+001, 5.6053818E+001, 5.7071929E+001, 5.7969397E+001, 5.8600008E+001, 5.9018480E+001, 5.9399806E+001, 5.9813406E+001, 6.0101735E+001, 5.9957896E+001
