s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"TC.000","TC.001","TC.002","TC.003","TC.004","TC.005","TC.006","TC.007","TC.008","TC.009","TC.010","TC.011","TC.012","TC.013","TC.014","TC.015","TC.016","TC.017","TC.018","TC.019","TC.020","TC.021","TC.022","TC.023","TC.024","TC.025","TC.026","TC.027","TC.028","TC.029","TC.030","TC.031","TC.032","TC.033","TC.034","TC.035","TC.036","TC.037","TC.038","TC.039","TC.040","TC.041","TC.042","TC.043","TC.044","TC.045","TC.046","TC.047","TC.048","TC.049","TC.050","TC.051","TC.052","TC.053","TC.054","TC.055","TC.056","TC.057"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 3.7032804E-001, 2.2073364E+001, 2.0296683E+001, 2.0022694E+001, 2.0007103E+001, 2.0004823E+001, 2.0003599E+001, 2.0002795E+001, 2.0002233E+001, 2.0001823E+001, 2.0001510E+001, 2.0001265E+001, 2.0001067E+001, 2.0000905E+001, 2.0000769E+001, 2.0000654E+001, 2.0000556E+001, 2.0000473E+001, 2.0000401E+001, 2.0000340E+001, 2.0000287E+001, 2.0000242E+001, 2.0000203E+001, 2.0000170E+001, 2.0000142E+001, 2.0000118E+001, 2.0000098E+001, 2.0000081E+001, 2.0000067E+001, 2.0000056E+001, 2.0000046E+001, 2.0000037E+001, 2.0000031E+001, 2.0000025E+001, 2.0000021E+001, 2.0000017E+001, 2.0000013E+001, 2.0000011E+001, 2.0000009E+001, 2.0000007E+001, 2.0000006E+001, 2.0000005E+001, 2.0000004E+001, 2.0000003E+001, 2.0000002E+001, 2.0000002E+001, 2.0000001E+001, 2.0000001E+001, 2.0000001E+001, 2.0000001E+001, 2.0000001E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 6.7506435E-001, 5.3311551E+001, 3.6375420E+001, 2.4991074E+001, 2.1126726E+001, 2.0382558E+001, 2.0240520E+001, 2.0179211E+001, 2.0139584E+001, 2.0111537E+001, 2.0090803E+001, 2.0074923E+001, 2.0062457E+001, 2.0052394E+001, 2.0044112E+001, 2.0037243E+001, 2.0031430E+001, 2.0026535E+001, 2.0022383E+001, 2.0018839E+001, 2.0015815E+001, 2.0013248E+001, 2.0011071E+001, 2.0009228E+001, 2.0007674E+001, 2.0006360E+001, 2.0005262E+001, 2.0004341E+001, 2.0003573E+001, 2.0002936E+001, 2.0002405E+001, 2.0001966E+001, 2.0001605E+001, 2.0001307E+001, 2.0001064E+001, 2.0000864E+001, 2.0000699E+001, 2.0000567E+001, 2.0000459E+001, 2.0000370E+001, 2.0000298E+001, 2.0000241E+001, 2.0000194E+001, 2.0000156E+001, 2.0000126E+001, 2.0000101E+001, 2.0000081E+001, 2.0000065E+001, 2.0000053E+001, 2.0000043E+001, 2.0000034E+001, 2.0000028E+001, 2.0000023E+001, 2.0000019E+001, 2.0000016E+001, 2.0000013E+001, 2.0000011E+001, 2.0000009E+001, 2.0000007E+001
 1.0051624E+000, 1.3058010E+002, 1.1388724E+002, 9.2873272E+001, 7.3635546E+001, 5.7833607E+001, 4.4526129E+001, 3.4842222E+001, 2.8530083E+001, 2.4748072E+001, 2.2507707E+001, 2.1252932E+001, 2.0564117E+001, 2.0282603E+001, 2.0195217E+001, 2.0158575E+001, 2.0130891E+001, 2.0108574E+001, 2.0090325E+001, 2.0075088E+001, 2.0062406E+001, 2.0051864E+001, 2.0043065E+001, 2.0035729E+001, 2.0029585E+001, 2.0024438E+001, 2.0020187E+001, 2.0016626E+001, 2.0013675E+001, 2.0011241E+001, 2.0009206E+001, 2.0007536E+001, 2.0006163E+001, 2.0005026E+001, 2.0004102E+001, 2.0003344E+001, 2.0002713E+001, 2.0002207E+001, 2.0001796E+001, 2.0001457E+001, 2.0001183E+001, 2.0000962E+001, 2.0000781E+001, 2.0000635E+001, 2.0000516E+001, 2.0000420E+001, 2.0000342E+001, 2.0000279E+001, 2.0000230E+001, 2.0000189E+001, 2.0000155E+001, 2.0000128E+001, 2.0000107E+001, 2.0000091E+001, 2.0000077E+001, 2.0000066E+001, 2.0000056E+001, 2.0000047E+001, 2.0000041E+001
 1.3357248E+000, 2.3516885E+002, 2.3426066E+002, 2.1950461E+002, 2.0072909E+002, 1.8030012E+002, 1.5644216E+002, 1.3264696E+002, 1.1157032E+002, 9.4249901E+001, 8.0248129E+001, 6.9244506E+001, 6.0143598E+001, 5.2940313E+001, 4.7005532E+001, 4.2163082E+001, 3.8013138E+001, 3.4431750E+001, 3.1356681E+001, 2.8766701E+001, 2.6612737E+001, 2.4828455E+001, 2.3360298E+001, 2.2180531E+001, 2.1278540E+001, 2.0649559E+001, 2.0261452E+001, 2.0081937E+001, 2.0033857E+001, 2.0024853E+001, 2.0020188E+001, 2.0016485E+001, 2.0013475E+001, 2.0010986E+001, 2.0008982E+001, 2.0007335E+001, 2.0005968E+001, 2.0004877E+001, 2.0003986E+001, 2.0003251E+001, 2.0002659E+001, 2.0002176E+001, 2.0001782E+001, 2.0001461E+001, 2.0001200E+001, 2.0000986E+001, 2.0000813E+001, 2.0000672E+001, 2.0000560E+001, 2.0000467E+001, 2.0000388E+001, 2.0000326E+001, 2.0000277E+001, 2.0000238E+001, 2.0000204E+001, 2.0000177E+001, 2.0000152E+001, 2.0000130E+001, 2.0000114E+001
 1.6669288E+000, 3.4442846E+002, 3.6228077E+002, 3.6065567E+002, 3.5308166E+002, 3.4194651E+002, 3.2435357E+002, 2.9980394E+002, 2.7066827E+002, 2.3988161E+002, 2.0990402E+002, 1.8271989E+002, 1.5885609E+002, 1.3894112E+002, 1.2267579E+002, 1.0956685E+002, 9.8834726E+001, 8.9893358E+001, 8.2330350E+001, 7.5839883E+001, 7.0189747E+001, 6.5103876E+001, 6.0435482E+001, 5.6055472E+001, 5.1910646E+001, 4.8047516E+001, 4.4384869E+001, 4.0989200E+001, 3.7859103E+001, 3.5075782E+001, 3.2625167E+001, 3.0479463E+001, 2.8615247E+001, 2.6989762E+001, 2.5578476E+001, 2.4348043E+001, 2.3285855E+001, 2.2379891E+001, 2.1628416E+001, 2.1039815E+001, 2.0595723E+001, 2.0282903E+001, 2.0096676E+001, 2.0019633E+001, 2.0003598E+001, 2.0002009E+001, 2.0001618E+001, 2.0001336E+001, 2.0001113E+001, 2.0000927E+001, 2.0000772E+001, 2.0000649E+001, 2.0000551E+001, 2.0000471E+001, 2.0000403E+001, 2.0000349E+001, 2.0000299E+001, 2.0000256E+001, 2.0000224E+001
 2.0000349E+000, 4.4872014E+002, 4.7899960E+002, 4.8808248E+002, 4.9189793E+002, 4.9266942E+002, 4.8558570E+002, 4.6694533E+002, 4.3795330E+002, 4.0260070E+002, 3.6530167E+002, 3.2933125E+002, 2.9593355E+002, 2.6617607E+002, 2.4008866E+002, 2.1745037E+002, 1.9773020E+002, 1.8046140E+002, 1.6534243E+002, 1.5200516E+002, 1.4027528E+002, 1.2981424E+002, 1.2032368E+002, 1.1163142E+002, 1.0359142E+002, 9.6181009E+001, 8.9269315E+001, 8.2907115E+001, 7.7072123E+001, 7.1846482E+001, 6.7188496E+001, 6.3037639E+001, 5.9341478E+001, 5.6000189E+001, 5.2914223E+001, 4.9965411E+001, 4.7126557E+001, 4.4385475E+001, 4.1789160E+001, 3.9444289E+001, 3.7316676E+001, 3.5350580E+001, 3.3478964E+001, 3.1705241E+001, 3.0065651E+001, 2.8573224E+001, 2.7175564E+001, 2.5831414E+001, 2.4575034E+001, 2.3442916E+001, 2.2464184E+001, 2.1664447E+001, 2.1061030E+001, 2.0645204E+001, 2.0369060E+001, 2.0187460E+001, 2.0076523E+001, 2.0021234E+001, 2.0003614E+001
 2.3351981E+000, 5.4453214E+002, 5.7918184E+002, 5.9592684E+002, 6.0784973E+002, 6.1684847E+002, 6.1875929E+002, 6.0640642E+002, 5.7967873E+002, 5.4307343E+002, 5.0200491E+002, 4.6087342E+002, 4.2163435E+002, 3.8559123E+002, 3.5317361E+002, 3.2431254E+002, 2.9850210E+002, 2.7527164E+002, 2.5444974E+002, 2.3561200E+002, 2.1882554E+002, 2.0396672E+002, 1.9053656E+002, 1.7828854E+002, 1.6690650E+002, 1.5620646E+002, 1.4608371E+002, 1.3647860E+002, 1.2736226E+002, 1.1889834E+002, 1.1115032E+002, 1.0413197E+002, 9.7847312E+001, 9.2192088E+001, 8.6928343E+001, 8.1914690E+001, 7.7104664E+001, 7.2414009E+001, 6.7820385E+001, 6.3408446E+001, 5.9271326E+001, 5.5528136E+001, 5.2196159E+001, 4.9252881E+001, 4.6597364E+001, 4.4200911E+001, 4.2020309E+001, 3.9961786E+001, 3.7975174E+001, 3.6024748E+001, 3.4115568E+001, 3.2326730E+001, 3.0710426E+001, 2.9411297E+001, 2.8231210E+001, 2.7293676E+001, 2.6369720E+001, 2.5390984E+001, 2.4117254E+001
 2.6684198E+000, 6.1761806E+002, 6.5442792E+002, 6.7575393E+002, 6.9278792E+002, 7.0735755E+002, 7.1599838E+002, 7.0756726E+002, 6.8228612E+002, 6.4473446E+002, 6.0112392E+002, 5.5665259E+002, 5.1385723E+002, 4.7414770E+002, 4.3789205E+002, 4.0504549E+002, 3.7525325E+002, 3.4806294E+002, 3.2338847E+002, 3.0058633E+002, 2.7997843E+002, 2.6168564E+002, 2.4497146E+002, 2.2972854E+002, 2.1571653E+002, 2.0260871E+002, 1.9029245E+002, 1.7869328E+002, 1.6772623E+002, 1.5752192E+002, 1.4809235E+002, 1.3947449E+002, 1.3165011E+002, 1.2447728E+002, 1.1767245E+002, 1.1113934E+002, 1.0484223E+002, 9.8746165E+001, 9.2882225E+001, 8.7237169E+001, 8.1912901E+001, 7.7057773E+001, 7.2791323E+001, 6.9184391E+001, 6.5900407E+001, 6.2813795E+001, 5.9947378E+001, 5.7128513E+001, 5.4383799E+001, 5.1695990E+001, 4.8957885E+001, 4.6314763E+001, 4.3661477E+001, 4.1297499E+001, 3.8748076E+001, 3.6652059E+001, 3.4740698E+001, 3.3020572E+001, 3.0949519E+001
