Time,HRR
0.6015404848585888,30.80719838918185
7.471504908841013,30.929314726709435
13.706027597271827,43.47739602955335
20.13238175303897,59.41301377259106
26.462820175137978,59.20021329095289
32.79325859723696,51.40753536788861
39.123697019335935,46.08272451877701
45.97731217053405,45.521637205251864
52.32170197207566,66.37395871152103
58.1150122856329,65.09912155569873
65.0209451097409,63.74521781484236
71.1275801532808,73.31392278724024
74.51660274288938,104.2045825524583
78.25731635594786,124.20256056321614
82.86127157201986,150.91236874879087
89.19170999411884,143.53100200471908
99.83835643128532,171.2270700020813
102.42808124032581,190.75975881140175
104.15456444635282,207.7646594289381
106.74428925539331,242.78541758005485
110.19725566744734,265.1125123632555
113.9379692805058,285.9876744190069
118.32611409582444,308.4435838761183
121.66603696462664,328.4325231793732
123.14587971264979,348.6936899191146
125.44785732068578,392.8902171517534
126.8865933257083,416.4935816238776
128.32532933073077,440.90487876902216
130.05181253675778,467.9039065518177
132.02493620078866,493.4737502429666
133.50477894881175,516.3110680201098
135.39568912684138,554.1654347895865
136.95774536086577,577.2250272667538
137.82098696387925,596.4285458296745
139.25972296890177,622.132535251651
139.83521737091075,645.841972046037
139.83521737091075,662.3722745360296
141.1780376422651,683.281748070091
142.42494217995124,712.9699746229753
143.36012058321586,751.2332114634387
144.34325685331459,782.7909981318321
145.24486474979534,811.3345312060637
146.64523446135058,840.1729865881607
148.46763340104576,872.9495150110461
150.40992700782613,906.4137637409935
151.63285261209523,926.3392749878858
152.02523515891954,964.2859304553422
153.07158861711775,997.2874940989918
154.22257742113572,1027.483262930656
155.18173475781737,1059.677101072054
155.37356622515375,1081.331260764986
156.3601280571691,1096.0205953398222
156.42863929550356,1145.3927653899773
157.67554383318975,1172.4848349535578
159.0183641045441,1209.4667824628998
160.1933318419791,1243.4014552459641
161.12851024524372,1266.362447259425
162.27949904926174,1290.9976194690278
164.2937294562932,1302.4543687069024
166.3079598633247,1333.2184004508936
169.32930547387195,1358.36396951602
170.9119150793967,1383.6463138811098
172.3506510844192,1423.1336347048102
172.6383982854237,1399.4743259049462
173.2138926874327,1457.8163738231085
173.78938708944168,1521.0371808967795
174.07713429044617,1479.4713909538787
174.36488149145072,1563.2159585964068
175.35144332346607,1599.494408383875
175.70770176280507,1625.7204992464563
176.21925234236858,1649.3522122334232
176.85869056682304,1701.3523817770927
178.10559510450918,1731.579230111991
178.8866232215214,1756.1144340071337
179.37990413752908,1789.8300237419307
180.11982551154068,1815.782237228602
180.56743226865882,1860.6453865374165
181.27081431555865,1890.315331323931
181.8463087175677,1913.5884844748862
183.21310792233908,1941.2794017514955
184.14828632560364,1966.1551942000144
185.2992751296216,1986.9122895791202
185.8747695316306,2025.7300673589832
187.6012527376576,2051.597989399551
189.40994942968587,2076.4739787515473
191.79414052372323,2105.3635452490744
193.4281335579987,2129.085844309271
194.5071855617656,2154.714187185692
194.91825299177202,2192.3348839900646
195.75409009945173,2221.8150827172312
196.71324743613343,2246.7072293262095
197.38465757181058,2276.509260503163
198.5356463758286,2301.6153420421833
198.5356463758286,2324.6067975372716
199.1111407778376,2412.2560260744744
199.1111407778376,2378.544458197941
199.23902842272844,2443.647946234212
199.39888797884208,2337.400716894232
199.68663517984658,2475.279466738022
200.1799160958543,2515.3384821455597
200.8376239838646,2574.761521776214
201.1253711848691,2546.647810839099
202.27635998888707,2596.975242050743
202.8518543908961,2625.5807508436314
203.8795229659122,2661.2120354580056
204.29059039591857,2686.6721913438914
205.7293264009411,2710.210921202174
206.59256800395457,2732.2583627741255
207.16806240596355,2755.1437082420307
208.99046134565873,2796.5247196325813
209.47004001399955,2828.3611770895545
210.70324230401883,2862.235152630087
211.38835468736295,2888.810181591377
213.93012162956933,2937.4684522490766
214.6494896320806,2962.4879130157487
216.45818632410885,2986.380532885726
217.62287737579368,3013.1210585215977
220.59626511950688,3037.275557223666
222.0785991852876,3062.5676116215905
224.43289446623356,3030.4124795337207
224.5479933466354,3006.778694172565
225.41945629824892,2982.437017069735
227.88586087828753,2944.9505833003896
228.2695238129602,2916.0943563320916
228.84501821496917,2893.3153471208966
229.36570362631068,2869.292664025424
229.50770873849473,2819.490393594332
231.33882729034156,2846.6392698746413
231.62657449134605,2786.6101198268057
233.31195095437238,2763.113020390985
234.79179370239552,2742.3773749226175
239.4341152119348,2713.4589180765643
240.05345680647775,2695.4401439975036
241.79364226017168,2748.477799360492
242.2732209285125,2777.147160739226
243.6297434475337,2825.107870803665
244.89491764877573,2862.5077713133182
246.01393454157102,2890.708359043852
247.83633348126614,2937.529450432738
249.1791537526205,2986.2318079186934
249.27506948628866,2964.7415808443525
249.9704585553829,3002.114136674504
251.28929989332016,3050.560453307004
251.54507518310191,3071.568788213517
252.05662576266548,3089.3474778359378
256.2001854571303,3057.063954524543
257.23607538074646,3042.9174199955833
261.7578171108172,3018.2592477840362
262.127777797823,3002.8192082277196
267.4031431495721,3045.0363052991343
268.97616118173005,3058.9132552272895
271.04794102896244,3027.1299170219218
275.07640184302545,2960.6537445547187
276.51513784804797,2940.8872831391195
277.66612665206594,2924.17246114355
279.10486265708846,2889.7177837324443
279.39260985809295,2867.7120438033617
280.25585146110643,2839.949281894086
281.50275599879257,2813.759345861519
282.27008186813794,2800.353919713349
283.47862011235685,2757.1232166060545
285.35308759318616,2732.512711793801
287.1617842852144,2705.1870169524304
287.901705659226,2681.425978878638
288.88826749124144,2660.7971137471636
290.90249789827294,2620.3361094167617
291.30534397967926,2593.726091685059
291.88083838168825,2547.7755734116454
292.0534867022909,2570.172874758157
292.43714963696357,2523.9622539733855
293.92384350882014,2493.3537270998536
295.2187059133404,2465.005847654787
295.7942003153494,2438.6396173753824
296.3696947173584,2418.284406183248
297.39279587648554,2387.462037012752
297.4247677877083,2333.146138271137
298.0961779233854,2309.421475670971
298.21127680378726,2283.9240589440496
298.3839251243899,2369.534012627659
298.9594195263989,2260.1446208687016
299.7267453957443,2214.906647403537
301.3025038774355,2192.4820504870195
304.4266163454844,2170.734890907661
307.05744789752555,2148.762105079724
308.88669796105415,2128.694121598568
312.23689751560653,2088.9711492066817
313.9798234188338,2064.941283423465
315.3610099836554,2030.4376608351806
316.22425158666886,2001.423757472257
317.0874931896824,1989.1502190943113
318.52622919470485,1958.8644742759896
319.38947079771845,1936.707226198097
319.96496519972743,1915.4902201547413
320.2116056577313,1885.4371356475226
320.9241225364091,1860.2354456001178
322.95753609017424,1767.1781806617018
323.22610014444507,1796.42753310342
323.7467855557866,1736.0214982470025
323.99342601379044,1817.84400516242
323.99342601379044,1725.4973006362138
325.7199092198174,1694.0989548131115
326.10357215449005,1666.5354201216458
326.67906655649904,1641.6557859605985
327.2545609585081,1617.7456710071751
327.4463924258444,1605.789831502468
328.3096340288579,1570.8941782799573
329.28797451227325,1497.6480536923068
329.7483700338804,1530.0493749119337
330.3238644358894,1476.9364891002913
330.6691610770948,1544.9109110201691
332.0503476419164,1436.6462671158351
332.16544652231823,1412.4307702301055
332.7409409243272,1388.9515527022927
333.58499938060703,1365.8838774071985
334.6400724509569,1336.6857135854714
335.2155668529659,1297.0613081418057
337.03796579266105,1221.9384280828472
