Time(s),Temperature(°C),(mg)
1981,273.800000,-0.319976
1982,274.000000,-0.320649
1983,274.100000,-0.32131
1984,274.300000,-0.321869
1985,274.500000,-0.322374
1986,274.600000,-0.322826
1987,274.800000,-0.323286
1988,275.000000,-0.32376
1989,275.200000,-0.324285
1990,275.300000,-0.324818
1991,275.500000,-0.325361
1992,275.700000,-0.325877
1993,275.800000,-0.326332
1994,276.000000,-0.326684
1995,276.200000,-0.326998
1996,276.300000,-0.327335
1997,276.500000,-0.327754
1998,276.700000,-0.32825
1999,276.800000,-0.328843
2000,277.000000,-0.329486
2001,277.200000,-0.330141
2002,277.400000,-0.330787
2003,277.500000,-0.331435
2004,277.700000,-0.332094
2005,277.900000,-0.332813
2006,278.000000,-0.333582
2007,278.200000,-0.334384
2008,278.400000,-0.335188
2009,278.500000,-0.336014
2010,278.700000,-0.336775
2011,278.900000,-0.337498
2012,279.000000,-0.338196
2013,279.200000,-0.338893
2014,279.400000,-0.339592
2015,279.600000,-0.340302
2016,279.700000,-0.340966
2017,279.900000,-0.341571
2018,280.100000,-0.342159
2019,280.200000,-0.342797
2020,280.400000,-0.343487
2021,280.600000,-0.344216
2022,280.700000,-0.344912
2023,280.900000,-0.345548
2024,281.100000,-0.346131
2025,281.300000,-0.346698
2026,281.400000,-0.347248
2027,281.600000,-0.347817
2028,281.800000,-0.348424
2029,281.900000,-0.349096
2030,282.100000,-0.349769
2031,282.300000,-0.350479
2032,282.500000,-0.351166
2033,282.600000,-0.35187
2034,282.800000,-0.352571
2035,283.000000,-0.3533
2036,283.100000,-0.354039
2037,283.300000,-0.354809
2038,283.500000,-0.355589
2039,283.600000,-0.356359
2040,283.800000,-0.357094
2041,284.000000,-0.357856
2042,284.100000,-0.358718
2043,284.300000,-0.359717
2044,284.500000,-0.360814
2045,284.700000,-0.361996
2046,284.800000,-0.363156
2047,285.000000,-0.364297
2048,285.200000,-0.365417
2049,285.300000,-0.366507
2050,285.500000,-0.367566
2051,285.700000,-0.368661
2052,285.800000,-0.369772
2053,286.000000,-0.370933
2054,286.200000,-0.372091
2055,286.300000,-0.373272
2056,286.500000,-0.374516
2057,286.700000,-0.375823
2058,286.900000,-0.377163
2059,287.000000,-0.378499
2060,287.200000,-0.379821
2061,287.400000,-0.381062
2062,287.500000,-0.382255
2063,287.700000,-0.383436
2064,287.900000,-0.384613
2065,288.000000,-0.385778
2066,288.200000,-0.386972
2067,288.400000,-0.388188
2068,288.500000,-0.389405
2069,288.700000,-0.390585
2070,288.900000,-0.391686
2071,289.000000,-0.392808
2072,289.200000,-0.394002
2073,289.400000,-0.395266
2074,289.500000,-0.396546
2075,289.700000,-0.397856
2076,289.900000,-0.399098
2077,290.000000,-0.40027
2078,290.200000,-0.401374
2079,290.400000,-0.402464
2080,290.500000,-0.403556
2081,290.700000,-0.404628
2082,290.900000,-0.405662
2083,291.000000,-0.40672
2084,291.200000,-0.407782
2085,291.400000,-0.408822
2086,291.600000,-0.409836
2087,291.700000,-0.410847
2088,291.900000,-0.411855
2089,292.100000,-0.412861
2090,292.200000,-0.41392
2091,292.400000,-0.415
2092,292.600000,-0.41604
2093,292.700000,-0.417072
2094,292.900000,-0.418116
2095,293.100000,-0.419239
2096,293.200000,-0.420444
2097,293.400000,-0.421748
2098,293.600000,-0.423112
2099,293.700000,-0.424475
2100,293.900000,-0.425787
2101,294.100000,-0.427083
2102,294.200000,-0.428388
2103,294.400000,-0.429768
2104,294.600000,-0.431206
2105,294.800000,-0.432715
2106,294.900000,-0.434176
2107,295.100000,-0.435541
2108,295.300000,-0.43681
2109,295.400000,-0.43804
2110,295.600000,-0.439301
2111,295.800000,-0.440611
2112,295.900000,-0.441942
2113,296.100000,-0.443275
2114,296.300000,-0.44457
2115,296.500000,-0.445813
2116,296.600000,-0.447018
2117,296.800000,-0.448227
2118,297.000000,-0.449483
2119,297.100000,-0.450779
2120,297.300000,-0.452074
2121,297.500000,-0.453329
2122,297.600000,-0.454516
2123,297.800000,-0.455711
2124,298.000000,-0.456932
2125,298.200000,-0.458212
2126,298.300000,-0.459533
2127,298.500000,-0.460902
2128,298.700000,-0.462289
2129,298.800000,-0.463688
2130,299.000000,-0.46509
2131,299.200000,-0.466458
2132,299.300000,-0.467816
2133,299.500000,-0.469213
2134,299.700000,-0.470627
2135,299.800000,-0.47201
2136,300.000000,-0.473396
2137,300.200000,-0.474799
2138,300.300000,-0.476173
2139,300.500000,-0.477485
2140,300.700000,-0.478767
2141,300.900000,-0.480073
2142,301.000000,-0.481455
2143,301.200000,-0.482887
2144,301.400000,-0.484293
2145,301.600000,-0.485615
2146,301.700000,-0.486826
2147,301.900000,-0.487995
2148,302.100000,-0.489207
2149,302.200000,-0.490523
2150,302.400000,-0.491898
2151,302.600000,-0.493298
2152,302.700000,-0.494711
2153,302.900000,-0.496115
2154,303.100000,-0.497525
2155,303.200000,-0.498998
2156,303.400000,-0.500514
2157,303.600000,-0.502034
2158,303.800000,-0.503549
2159,303.900000,-0.505018
2160,304.100000,-0.50645
2161,304.300000,-0.507865
2162,304.400000,-0.509293
2163,304.600000,-0.510753
2164,304.800000,-0.512275
2165,305.000000,-0.513839
2166,305.100000,-0.515333
2167,305.300000,-0.516721
2168,305.500000,-0.518091
2169,305.600000,-0.519488
2170,305.800000,-0.520938
2171,306.000000,-0.522411
2172,306.100000,-0.523897
2173,306.300000,-0.525401
2174,306.500000,-0.526901
2175,306.700000,-0.52836
2176,306.800000,-0.529764
2177,307.000000,-0.531151
2178,307.200000,-0.532522
2179,307.300000,-0.533891
2180,307.500000,-0.535246
2181,307.700000,-0.536603
2182,307.900000,-0.537975
2183,308.000000,-0.539377
2184,308.200000,-0.540782
2185,308.400000,-0.542202
2186,308.500000,-0.543666
2187,308.700000,-0.545229
2188,308.900000,-0.546833
2189,309.000000,-0.548464
2190,309.200000,-0.550062
2191,309.400000,-0.551617
2192,309.500000,-0.553146
2193,309.700000,-0.554707
2194,309.900000,-0.556254
2195,310.100000,-0.557799
2196,310.200000,-0.559298
2197,310.400000,-0.560779
2198,310.600000,-0.562252
2199,310.700000,-0.563711
2200,310.900000,-0.565123
2201,311.100000,-0.566554
2202,311.200000,-0.568074
2203,311.400000,-0.569654
2204,311.600000,-0.57125
2205,311.800000,-0.572758
2206,311.900000,-0.574198
2207,312.100000,-0.575622
2208,312.300000,-0.577075
2209,312.400000,-0.578579
2210,312.600000,-0.580131
2211,312.700000,-0.581815
2212,312.900000,-0.583613
2213,313.100000,-0.585421
2214,313.300000,-0.587184
2215,313.400000,-0.588896
2216,313.600000,-0.59059
2217,313.800000,-0.592292
2218,313.900000,-0.594029
2219,314.100000,-0.595819
2220,314.300000,-0.59761
2221,314.400000,-0.599382
2222,314.600000,-0.601128
2223,314.800000,-0.60288
2224,314.900000,-0.604631
2225,315.100000,-0.606384
2226,315.300000,-0.608123
2227,315.400000,-0.609821
2228,315.600000,-0.611498
2229,315.800000,-0.613174
2230,315.900000,-0.614852
2231,316.100000,-0.616595
2232,316.300000,-0.618459
2233,316.400000,-0.620451
2234,316.600000,-0.622502
2235,316.700000,-0.624533
2236,316.900000,-0.626516
2237,317.100000,-0.628498
2238,317.200000,-0.630474
2239,317.400000,-0.632451
2240,317.600000,-0.634443
2241,317.800000,-0.63646
2242,317.900000,-0.638516
2243,318.100000,-0.640641
2244,318.300000,-0.642784
2245,318.400000,-0.644891
2246,318.600000,-0.646986
2247,318.800000,-0.649135
2248,318.900000,-0.651373
2249,319.100000,-0.653655
2250,319.300000,-0.655918
2251,319.400000,-0.658149
2252,319.600000,-0.660387
2253,319.800000,-0.662678
2254,319.900000,-0.66508
2255,320.100000,-0.667565
2256,320.300000,-0.67003
2257,320.400000,-0.672469
2258,320.600000,-0.67487
2259,320.800000,-0.677256
2260,320.900000,-0.67965
2261,321.100000,-0.682098
2262,321.300000,-0.684609
2263,321.400000,-0.68719
2264,321.600000,-0.689806
2265,321.800000,-0.692464
2266,321.900000,-0.695176
2267,322.100000,-0.697963
2268,322.300000,-0.70078
2269,322.400000,-0.703596
2270,322.600000,-0.706424
2271,322.800000,-0.709311
2272,322.900000,-0.712226
2273,323.100000,-0.715166
2274,323.300000,-0.718072
2275,323.400000,-0.720935
2276,323.600000,-0.723794
2277,323.800000,-0.726763
2278,323.900000,-0.729884
2279,324.100000,-0.73315
2280,324.300000,-0.736446
2281,324.400000,-0.739713
2282,324.600000,-0.74293
2283,324.800000,-0.746115
2284,324.900000,-0.749286
2285,325.100000,-0.752531
2286,325.300000,-0.755896
2287,325.400000,-0.75939
2288,325.600000,-0.762929
2289,325.800000,-0.766442
2290,326.000000,-0.769917
2291,326.100000,-0.773416
2292,326.300000,-0.776972
2293,326.400000,-0.780619
2294,326.600000,-0.784373
2295,326.800000,-0.788257
2296,326.900000,-0.792217
2297,327.100000,-0.79621
2298,327.300000,-0.80022
2299,327.500000,-0.804307
2300,327.600000,-0.808451
2301,327.800000,-0.812669
2302,328.000000,-0.81696
2303,328.100000,-0.821293
2304,328.300000,-0.825672
2305,328.500000,-0.83007
2306,328.600000,-0.834497
2307,328.800000,-0.839001
2308,329.000000,-0.843564
2309,329.100000,-0.84819
2310,329.300000,-0.852939
2311,329.500000,-0.857836
2312,329.600000,-0.862888
2313,329.800000,-0.868039
2314,330.000000,-0.873189
2315,330.100000,-0.878352
2316,330.300000,-0.883599
2317,330.500000,-0.888971
2318,330.600000,-0.894442
2319,330.800000,-0.899956
2320,331.000000,-0.905433
2321,331.100000,-0.910982
2322,331.300000,-0.916645
2323,331.500000,-0.922382
2324,331.600000,-0.928248
2325,331.800000,-0.934186
2326,332.000000,-0.940127
2327,332.100000,-0.94607
2328,332.300000,-0.952053
2329,332.500000,-0.958122
2330,332.700000,-0.964252
2331,332.800000,-0.970477
2332,333.000000,-0.976827
2333,333.200000,-0.983271
2334,333.300000,-0.989794
2335,333.500000,-0.996402
2336,333.700000,-1.00306
2337,333.800000,-1.00977
2338,334.000000,-1.01653
2339,334.200000,-1.0234
2340,334.300000,-1.03039
2341,334.500000,-1.03747
2342,334.700000,-1.04464
2343,334.800000,-1.05188
2344,335.000000,-1.0592
2345,335.200000,-1.0666
2346,335.400000,-1.07406
2347,335.500000,-1.08156
2348,335.700000,-1.08912
2349,335.900000,-1.09678
2350,336.000000,-1.10456
2351,336.200000,-1.1125
2352,336.400000,-1.12055
2353,336.500000,-1.12875
2354,336.700000,-1.1371
2355,336.900000,-1.14561
2356,337.000000,-1.15433
2357,337.200000,-1.16318
2358,337.400000,-1.1721
2359,337.500000,-1.18106
2360,337.700000,-1.1901
2361,337.900000,-1.19925
2362,338.000000,-1.20859
2363,338.200000,-1.21813
2364,338.400000,-1.2278
2365,338.500000,-1.23748
2366,338.700000,-1.24718
2367,338.900000,-1.25694
2368,339.000000,-1.26682
2369,339.200000,-1.2768
2370,339.400000,-1.28689
2371,339.500000,-1.29713
2372,339.700000,-1.30751
2373,339.900000,-1.31799
2374,340.000000,-1.32862
2375,340.200000,-1.3394
2376,340.400000,-1.35036
2377,340.500000,-1.36148
2378,340.700000,-1.37278
2379,340.900000,-1.38424
2380,341.000000,-1.39589
2381,341.200000,-1.40769
2382,341.400000,-1.41955
2383,341.500000,-1.43146
2384,341.700000,-1.44348
2385,341.900000,-1.45565
2386,342.000000,-1.46804
2387,342.200000,-1.48059
2388,342.400000,-1.49325
2389,342.500000,-1.50608
2390,342.700000,-1.51906
2391,342.900000,-1.5322
2392,343.000000,-1.5455
2393,343.200000,-1.55894
2394,343.400000,-1.57255
2395,343.500000,-1.58629
2396,343.700000,-1.60016
2397,343.900000,-1.6142
2398,344.000000,-1.62842
2399,344.200000,-1.64287
2400,344.300000,-1.65751
2401,344.500000,-1.67236
2402,344.700000,-1.68736
2403,344.900000,-1.70238
2404,345.000000,-1.71742
2405,345.200000,-1.73256
2406,345.400000,-1.74781
2407,345.500000,-1.76318
2408,345.700000,-1.77875
2409,345.900000,-1.79456
2410,346.000000,-1.81061
2411,346.200000,-1.8269
2412,346.400000,-1.84339
2413,346.500000,-1.86006
2414,346.700000,-1.87698
2415,346.900000,-1.89412
2416,347.000000,-1.91136
2417,347.200000,-1.92867
2418,347.400000,-1.94601
2419,347.500000,-1.96349
2420,347.700000,-1.98113
2421,347.900000,-1.99888
2422,348.000000,-2.01672
2423,348.200000,-2.03471
2424,348.400000,-2.05291
2425,348.500000,-2.07134
2426,348.700000,-2.08989
2427,348.900000,-2.10854
2428,349.000000,-2.12726
2429,349.200000,-2.14614
2430,349.400000,-2.16522
2431,349.500000,-2.18452
2432,349.700000,-2.20403
2433,349.900000,-2.22368
2434,350.000000,-2.24349
2435,350.200000,-2.2635
2436,350.400000,-2.28373
2437,350.500000,-2.30419
2438,350.700000,-2.32484
2439,350.900000,-2.3457
2440,351.000000,-2.36677
2441,351.200000,-2.38801
2442,351.400000,-2.40937
2443,351.500000,-2.43078
2444,351.700000,-2.45229
2445,351.900000,-2.47397
2446,352.000000,-2.49585
2447,352.200000,-2.51792
2448,352.400000,-2.54013
2449,352.500000,-2.56241
2450,352.700000,-2.58478
2451,352.900000,-2.60725
2452,353.000000,-2.62989
2453,353.200000,-2.65272
2454,353.400000,-2.67577
2455,353.500000,-2.69903
2456,353.700000,-2.72251
2457,353.800000,-2.74624
2458,354.000000,-2.77019
2459,354.200000,-2.79437
2460,354.300000,-2.81872
2461,354.500000,-2.84323
2462,354.700000,-2.86788
2463,354.800000,-2.89269
2464,355.000000,-2.91763
2465,355.200000,-2.94272
2466,355.300000,-2.96794
2467,355.500000,-2.99332
2468,355.700000,-3.0189
2469,355.800000,-3.04471
2470,356.000000,-3.07069
2471,356.200000,-3.09687
2472,356.300000,-3.1232
2473,356.500000,-3.1497
2474,356.700000,-3.17633
2475,356.800000,-3.20314
2476,357.000000,-3.23018
2477,357.100000,-3.25748
2478,357.300000,-3.28498
2479,357.500000,-3.31264
2480,357.600000,-3.34045
2481,357.800000,-3.36842
2482,358.000000,-3.39657
2483,358.100000,-3.42483
2484,358.300000,-3.45316
2485,358.500000,-3.4815
2486,358.600000,-3.50992
2487,358.800000,-3.53849
2488,359.000000,-3.56722
2489,359.100000,-3.59612
2490,359.300000,-3.62508
2491,359.500000,-3.65412
2492,359.600000,-3.68328
2493,359.800000,-3.71266
2494,359.900000,-3.74238
2495,360.100000,-3.77249
2496,360.300000,-3.8029
2497,360.400000,-3.83361
2498,360.600000,-3.8646
2499,360.800000,-3.89583
2500,360.900000,-3.92724
2501,361.100000,-3.95871
2502,361.300000,-3.99014
2503,361.400000,-4.02144
2504,361.600000,-4.05253
2505,361.800000,-4.08338
2506,361.900000,-4.11393
2507,362.100000,-4.14416
2508,362.300000,-4.17405
2509,362.400000,-4.20368
2510,362.600000,-4.23311
2511,362.800000,-4.26235
2512,362.900000,-4.29143
2513,363.100000,-4.3204
2514,363.300000,-4.34927
2515,363.400000,-4.3781
2516,363.600000,-4.40684
2517,363.700000,-4.43549
2518,363.900000,-4.46399
2519,364.100000,-4.49242
2520,364.200000,-4.52079
2521,364.400000,-4.5492
2522,364.600000,-4.57765
2523,364.700000,-4.60616
2524,364.900000,-4.6347
2525,365.100000,-4.66323
2526,365.200000,-4.69173
2527,365.400000,-4.72011
2528,365.600000,-4.74834
2529,365.700000,-4.7765
2530,365.900000,-4.80464
2531,366.100000,-4.83278
2532,366.200000,-4.86094
2533,366.400000,-4.88907
2534,366.500000,-4.91717
2535,366.700000,-4.94539
2536,366.900000,-4.97378
2537,367.000000,-5.00243
2538,367.200000,-5.03126
2539,367.400000,-5.06022
2540,367.500000,-5.08921
2541,367.700000,-5.11828
2542,367.900000,-5.14732
2543,368.000000,-5.1763
2544,368.200000,-5.20517
2545,368.300000,-5.23386
2546,368.500000,-5.26239
2547,368.700000,-5.29079
2548,368.800000,-5.31913
2549,369.000000,-5.3474
2550,369.100000,-5.37559
2551,369.300000,-5.40363
2552,369.500000,-5.43158
2553,369.600000,-5.45942
2554,369.800000,-5.48706
2555,370.000000,-5.51436
2556,370.100000,-5.54132
2557,370.300000,-5.56802
2558,370.500000,-5.59449
2559,370.600000,-5.62089
2560,370.800000,-5.6473
2561,370.900000,-5.67368
2562,371.100000,-5.70007
2563,371.300000,-5.72644
2564,371.500000,-5.75264
2565,371.600000,-5.77856
2566,371.800000,-5.80418
2567,371.900000,-5.82965
2568,372.100000,-5.85506
2569,372.300000,-5.88043
2570,372.400000,-5.90581
2571,372.600000,-5.93122
2572,372.700000,-5.95675
2573,372.900000,-5.98232
2574,373.100000,-6.008
2575,373.200000,-6.03375
2576,373.400000,-6.05941
2577,373.500000,-6.08485
2578,373.700000,-6.11007
2579,373.900000,-6.13503
2580,374.000000,-6.15967
2581,374.200000,-6.18408
2582,374.400000,-6.2083
2583,374.500000,-6.23241
2584,374.700000,-6.25646
2585,374.900000,-6.28057
2586,375.000000,-6.30471
2587,375.200000,-6.32893
2588,375.400000,-6.35317
2589,375.500000,-6.37738
2590,375.700000,-6.40155
2591,375.800000,-6.42566
2592,376.000000,-6.44966
2593,376.200000,-6.47348
2594,376.300000,-6.49704
2595,376.500000,-6.52031
2596,376.700000,-6.54336
2597,376.800000,-6.56637
2598,377.000000,-6.58939
2599,377.100000,-6.61244
2600,377.300000,-6.63557
2601,377.500000,-6.65879
2602,377.600000,-6.682
2603,377.800000,-6.70513
2604,378.000000,-6.72802
2605,378.100000,-6.75056
2606,378.300000,-6.77272
2607,378.500000,-6.79453
2608,378.600000,-6.81612
2609,378.800000,-6.83761
2610,378.900000,-6.85903
2611,379.100000,-6.88033
2612,379.300000,-6.90143
2613,379.400000,-6.9224
2614,379.600000,-6.94315
2615,379.800000,-6.96362
2616,379.900000,-6.98384
2617,380.100000,-7.00395
2618,380.300000,-7.02408
2619,380.400000,-7.04419
2620,380.600000,-7.06422
2621,380.700000,-7.0841
2622,380.900000,-7.1038
2623,381.100000,-7.12329
2624,381.200000,-7.14255
2625,381.400000,-7.16155
2626,381.600000,-7.18026
2627,381.700000,-7.19877
2628,381.900000,-7.21703
2629,382.100000,-7.23511
2630,382.200000,-7.25302
2631,382.400000,-7.27083
2632,382.600000,-7.2885
2633,382.700000,-7.30605
2634,382.900000,-7.32342
2635,383.000000,-7.34061
2636,383.200000,-7.35758
2637,383.400000,-7.37429
2638,383.500000,-7.39079
2639,383.700000,-7.40712
2640,383.900000,-7.42333
2641,384.000000,-7.43941
2642,384.200000,-7.45532
2643,384.400000,-7.47095
2644,384.500000,-7.48626
2645,384.700000,-7.50137
2646,384.900000,-7.51629
2647,385.000000,-7.53103
2648,385.200000,-7.54563
2649,385.300000,-7.56002
2650,385.500000,-7.57416
2651,385.700000,-7.5881
2652,385.800000,-7.60185
2653,386.000000,-7.61544
2654,386.200000,-7.62886
2655,386.300000,-7.64208
2656,386.500000,-7.65506
2657,386.600000,-7.66783
2658,386.800000,-7.68041
2659,387.000000,-7.69283
2660,387.100000,-7.70512
2661,387.300000,-7.71724
2662,387.500000,-7.72921
2663,387.600000,-7.74104
2664,387.800000,-7.75277
2665,388.000000,-7.7643
2666,388.100000,-7.77563
2667,388.300000,-7.7868
2668,388.500000,-7.79784
2669,388.600000,-7.80877
2670,388.800000,-7.81964
2671,388.900000,-7.83045
2672,389.100000,-7.84117
2673,389.300000,-7.85179
2674,389.400000,-7.86232
2675,389.600000,-7.87275
2676,389.700000,-7.88308
2677,389.900000,-7.89331
2678,390.100000,-7.90343
2679,390.200000,-7.91348
2680,390.400000,-7.9234
2681,390.600000,-7.93317
2682,390.700000,-7.94285
2683,390.900000,-7.95241
2684,391.100000,-7.96186
2685,391.200000,-7.97117
2686,391.400000,-7.98034
2687,391.600000,-7.98937
2688,391.700000,-7.99822
2689,391.900000,-8.00687
2690,392.100000,-8.01541
2691,392.200000,-8.02383
2692,392.400000,-8.03221
2693,392.600000,-8.04053
2694,392.700000,-8.04881
2695,392.900000,-8.05697
2696,393.100000,-8.06494
2697,393.200000,-8.0727
2698,393.400000,-8.08027
2699,393.500000,-8.08773
2700,393.700000,-8.09512
2701,393.900000,-8.10242
2702,394.000000,-8.10964
2703,394.200000,-8.11673
2704,394.400000,-8.12371
2705,394.500000,-8.13059
2706,394.700000,-8.13738
2707,394.900000,-8.14407
2708,395.000000,-8.15067
2709,395.200000,-8.15722
2710,395.300000,-8.1637
2711,395.500000,-8.17001
2712,395.700000,-8.17609
2713,395.800000,-8.18196
2714,396.000000,-8.18772
2715,396.200000,-8.19343
2716,396.300000,-8.19908
2717,396.500000,-8.2046
2718,396.700000,-8.20999
2719,396.800000,-8.21529
2720,397.000000,-8.22054
2721,397.200000,-8.22576
2722,397.300000,-8.23096
2723,397.500000,-8.23611
2724,397.700000,-8.24125
2725,397.800000,-8.24634
2726,398.000000,-8.25141
2727,398.100000,-8.25641
2728,398.300000,-8.26128
2729,398.500000,-8.26603
2730,398.600000,-8.27074
2731,398.800000,-8.27541
2732,399.000000,-8.27999
2733,399.100000,-8.28445
2734,399.300000,-8.28879
2735,399.400000,-8.29307
2736,399.600000,-8.29732
2737,399.800000,-8.30153
2738,399.900000,-8.30569
2739,400.100000,-8.30972
2740,400.300000,-8.31365
2741,400.400000,-8.31746
2742,400.600000,-8.32122
2743,400.700000,-8.32495
2744,400.900000,-8.32861
2745,401.100000,-8.33219
2746,401.200000,-8.33572
2747,401.400000,-8.33917
2748,401.600000,-8.34247
2749,401.700000,-8.3457
2750,401.900000,-8.34883
2751,402.100000,-8.35189
2752,402.200000,-8.35499
2753,402.400000,-8.35813
2754,402.500000,-8.3613
2755,402.700000,-8.36443
2756,402.900000,-8.3675
2757,403.000000,-8.37056
2758,403.200000,-8.37356
2759,403.400000,-8.37649
2760,403.500000,-8.37933
2761,403.700000,-8.38205
2762,403.900000,-8.38465
2763,404.000000,-8.38714
2764,404.200000,-8.38952
2765,404.400000,-8.39177
2766,404.500000,-8.39393
2767,404.700000,-8.39602
2768,404.800000,-8.39812
2769,405.000000,-8.40025
2770,405.200000,-8.40242
2771,405.300000,-8.40457
2772,405.500000,-8.40666
2773,405.700000,-8.4087
2774,405.800000,-8.41072
2775,406.000000,-8.4127
2776,406.200000,-8.41461
2777,406.300000,-8.41645
2778,406.500000,-8.41827
2779,406.600000,-8.4201
2780,406.800000,-8.42189
2781,407.000000,-8.42364
2782,407.100000,-8.42539
2783,407.300000,-8.42717
2784,407.500000,-8.42895
2785,407.600000,-8.43068
2786,407.800000,-8.43235
2787,408.000000,-8.43397
2788,408.100000,-8.43558
2789,408.300000,-8.43716
2790,408.400000,-8.43872
2791,408.600000,-8.44022
2792,408.800000,-8.44164
2793,408.900000,-8.44298
2794,409.100000,-8.44428
2795,409.300000,-8.44551
2796,409.400000,-8.44672
2797,409.600000,-8.44796
2798,409.700000,-8.44925
2799,409.900000,-8.45053
2800,410.100000,-8.45177
2801,410.200000,-8.45298
2802,410.400000,-8.45415
2803,410.600000,-8.45528
2804,410.800000,-8.45636
2805,410.900000,-8.4574
2806,411.100000,-8.45848
2807,411.300000,-8.45966
2808,411.400000,-8.46088
2809,411.600000,-8.46197
2810,411.800000,-8.46302
2811,411.900000,-8.46398
2812,412.100000,-8.46488
2813,412.200000,-8.46569
2814,412.400000,-8.46648
2815,412.600000,-8.46728
2816,412.700000,-8.46809
2817,412.900000,-8.46889
2818,413.100000,-8.46965
2819,413.200000,-8.47035
2820,413.400000,-8.47107
2821,413.600000,-8.47178
2822,413.700000,-8.47245
2823,413.900000,-8.47307
2824,414.100000,-8.4737
2825,414.200000,-8.47433
2826,414.400000,-8.47495
2827,414.600000,-8.4755
2828,414.700000,-8.476
2829,414.900000,-8.4765
2830,415.000000,-8.47705
2831,415.200000,-8.47764
2832,415.400000,-8.47829
2833,415.500000,-8.47895
2834,415.700000,-8.47956
2835,415.900000,-8.48014
2836,416.000000,-8.48072
2837,416.200000,-8.48129
2838,416.400000,-8.48188
2839,416.500000,-8.48245
2840,416.700000,-8.48302
2841,416.900000,-8.4836
2842,417.000000,-8.48421
2843,417.200000,-8.48483
2844,417.300000,-8.48544
2845,417.500000,-8.48598
2846,417.700000,-8.48645
2847,417.800000,-8.4869
2848,418.000000,-8.48736
2849,418.200000,-8.48784
2850,418.300000,-8.48832
2851,418.500000,-8.48875
2852,418.700000,-8.48913
2853,418.800000,-8.48946
2854,419.000000,-8.48975
2855,419.100000,-8.49003
2856,419.300000,-8.49028
2857,419.500000,-8.49055
2858,419.700000,-8.49081
2859,419.800000,-8.49107
2860,420.000000,-8.49135
2861,420.200000,-8.49165
2862,420.300000,-8.49192
2863,420.500000,-8.49217
2864,420.600000,-8.49242
2865,420.800000,-8.49269
2866,421.000000,-8.493
2867,421.100000,-8.49338
2868,421.300000,-8.49381
2869,421.500000,-8.49423
2870,421.600000,-8.49464
2871,421.800000,-8.495
2872,422.000000,-8.49532
2873,422.100000,-8.49563
2874,422.300000,-8.49593
2875,422.500000,-8.4962
2876,422.600000,-8.49643
2877,422.800000,-8.49665
2878,422.900000,-8.49688
2879,423.100000,-8.49712
2880,423.300000,-8.49733
2881,423.500000,-8.4975
2882,423.600000,-8.49765
2883,423.800000,-8.49782
2884,423.900000,-8.49803
2885,424.100000,-8.4983
2886,424.300000,-8.49858
2887,424.400000,-8.49882
2888,424.600000,-8.49904
2889,424.800000,-8.49926
2890,424.900000,-8.49947
2891,425.100000,-8.49965
2892,425.300000,-8.49981
2893,425.400000,-8.49998
2894,425.600000,-8.50016
2895,425.800000,-8.50035
2896,425.900000,-8.50058
2897,426.100000,-8.50088
2898,426.200000,-8.50119
2899,426.400000,-8.50146
2900,426.600000,-8.50169
2901,426.700000,-8.50192
2902,426.900000,-8.50213
2903,427.100000,-8.50234
2904,427.200000,-8.50251
2905,427.400000,-8.50262
2906,427.600000,-8.50273
2907,427.800000,-8.50282
2908,427.900000,-8.50285
2909,428.100000,-8.50284
2910,428.300000,-8.50278
2911,428.400000,-8.50272
2912,428.600000,-8.50266
2913,428.800000,-8.50267
2914,428.900000,-8.50272
2915,429.100000,-8.5028
2916,429.300000,-8.50286
2917,429.400000,-8.50291
2918,429.600000,-8.50296
2919,429.700000,-8.50305
2920,429.900000,-8.50315
2921,430.100000,-8.50323
2922,430.200000,-8.50331
2923,430.400000,-8.50339
2924,430.600000,-8.50349
2925,430.700000,-8.50361
2926,430.900000,-8.50376
2927,431.100000,-8.50392
2928,431.200000,-8.50409
2929,431.400000,-8.50424
2930,431.600000,-8.50435
2931,431.700000,-8.50441
2932,431.900000,-8.50442
2933,432.100000,-8.50443
2934,432.200000,-8.50443
2935,432.400000,-8.50446
2936,432.600000,-8.50446
2937,432.700000,-8.50448
2938,432.900000,-8.5045
2939,433.000000,-8.50456
2940,433.200000,-8.50471
2941,433.400000,-8.50496
2942,433.500000,-8.50522
2943,433.700000,-8.50548
2944,433.900000,-8.50568
2945,434.000000,-8.50582
2946,434.200000,-8.50591
2947,434.400000,-8.50599
2948,434.500000,-8.50604
2949,434.700000,-8.50608
2950,434.900000,-8.50608
2951,435.000000,-8.50608
2952,435.200000,-8.50613
2953,435.300000,-8.50621
2954,435.500000,-8.50633
2955,435.700000,-8.50644
2956,435.800000,-8.50655
2957,436.000000,-8.50666
2958,436.200000,-8.5068
2959,436.300000,-8.50691
2960,436.500000,-8.50702
2961,436.700000,-8.50711
2962,436.800000,-8.50719
2963,437.000000,-8.50725
2964,437.200000,-8.50732
2965,437.300000,-8.50737
2966,437.500000,-8.50738
2967,437.700000,-8.50735
2968,437.800000,-8.50729
2969,438.000000,-8.50724
2970,438.200000,-8.50722
2971,438.300000,-8.50721
2972,438.500000,-8.50719
2973,438.700000,-8.50717
2974,438.800000,-8.50717
2975,439.000000,-8.50718
2976,439.100000,-8.5072
2977,439.300000,-8.50718
2978,439.500000,-8.50713
2979,439.600000,-8.50711
